doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-97-2014,4.,,,,,,,,관계법령,관한 규칙 제38조에 의하면 타워크레인 설치․조립․해체 작업을 하는 경우 다음과 같이 작업계획서 작성을 하여야 한다.,,,,,,,,,,
C-97-2014,4.,,,,(1),,,,,사업주는 근로자의 위험을 방지하기 위하여 다음의 내용을 포함한 작업계획서를 작성하고 그 계획에 따라 작업을 하도록 하여야 한다.,,,,,,,,,,
C-97-2014,4.,,,,(1),(가),,,,타워크레인의 종류 및 형식,,,,,,,,,,
C-97-2014,4.,,,,(1),(나),,,,설치․조립 및 해체순서,,,,,,,,,,
C-97-2014,4.,,,,(1),(다),,,,작업도구․장비․가설설비 및 방호설비,,,,,,,,,,
C-97-2014,4.,,,,(1),(라),,,,작업인원의 구성 및 작업근로자의 역할 범위,,,,,,,,,,
C-97-2014,4.,,,,(1),(마),,,,산업안전보건기준에 관한 규칙 제142조에 따른 지지 방법,,,,,,,,,,
C-97-2014,4.,,,,(2),,,,,사업주는 (1)항에 따라 작성한 작업계획서의 내용을 해당 근로자에게 알려야 한다.,,,,,,,,,,
C-97-2014,5.,,,,,,,,작업계획서 작성,설치․조립․해체 작업계획서 작성 시에는 다음 각 호의 내용들을 작업계획서에 포함하여야 한다.,,,,,,,,,,
C-97-2014,5.,5.1,,,,,,,작업개요 (<부록 표 1> 참조),,,,,,,,,,,<부록_표 1>
C-97-2014,5.,5.1,,,(1),,,,,사업장 일반사항,,,,,,,,,,
C-97-2014,5.,5.1,,,(1),(가),,,,현장명,,,,,,,,,,
C-97-2014,5.,5.1,,,(1),(나),,,,"현장주소, 전화번호",,,,,,,,,,
C-97-2014,5.,5.1,,,(2),,,,,본사 비상연락망,,,,,,,,,,
C-97-2014,5.,5.1,,,(2),(가),,,,"주소, 대표전화",,,,,,,,,,
C-97-2014,5.,5.1,,,(2),(나),,,,각 부서별 부서장과 담당자 이름 및 연락처,,,,,,,,,,
C-97-2014,5.,5.1,,,(3),,,,,타워크레인 설치계획표,,,,,,,,,,
C-97-2014,5.,5.1,,,(3),(가),,,,"일정, 시간",,,,,,,,,,
C-97-2014,5.,5.1,,,(3),(나),,,,"작업공정, 작업분담 및 담당근로자",,,,,,,,,,
C-97-2014,5.,5.1,,,(4),,,,,타워크레인 배치도,,,,,,,,,,
C-97-2014,5.,5.2,,,,,,,타워크레인의 종류 및 형식 (<부록 표 2> 참조),,,,,,,,,,,<부록_표 2>
C-97-2014,5.,5.2,,,(1),,,,,종류 및 형식,,,,,,,,,,
C-97-2014,5.,5.2,,,(1),(가),,,,"규격, 형식, Jib 길이, Tip load",,,,,,,,,,
C-97-2014,5.,5.2,,,(1),(나),,,,"자립고, 전기용량, 제작사, 제작년도, 형태",,,,,,,,,,
C-97-2014,5.,5.2,,,(2),,,,,타워크레인 수리․점검․사용 현황,,,,,,,,,,
C-97-2014,5.,5.2,,,(2),(가),,,,수리․점검이력,,,,,,,,,,
C-97-2014,5.,5.2,,,(2),(나),,,,사용이력,,,,,,,,,,
C-97-2014,5.,5.2,,,(2),(다),,,,등록증 사본,,,,,,,,,,
C-97-2014,5.,5.2,,,(2),(라),,,,운전원 면허증 사본,,,,,,,,,,
C-97-2014,5.,5.2,,,(3),,,,,타워크레인 주요제원 및 하중표,,,,,,,,,,
C-97-2014,5.,5.3,,,,,,,설치․조립순서 및 작업별 점검․확인사항 (<부록 표 3> 참조),,,,,,,,,,,<부록_표 3>
C-97-2014,5.,5.3,,,(1),,,,,타워크레인 설치 작업도를 작업계획서에 첨부하여야 한다.,,,,,,,,,,
C-97-2014,5.,5.3,,,(2),,,,,타워크레인 설치․조립작업 흐름도를 작성한다. 타워크레인의 설치․조립은 제작회사에서 제공하는 설계도면 또는 설치 메뉴얼을 따르는 것을 원칙으로 한다. 타워크레인 설치․조립작업 흐름도의 예는 <그림 1>과 같다. 타워크레인 설치 협의 → 설치 크레인 위치 및 현장,<그림 1>,,,,,,,,,
C-97-2014,5.,5.3,,,(3),,,,,기초 앵커 도면을 작업계획서에 첨부한다. 기초 앵커 도면에 대한 예는 <그림 2>와 같다.,<그림 2>,,,,,,,,,
C-97-2014,5.,5.3,,,(4),,,,,타워크레인 설치 작업 시 작업별 공정에 대한 점검․확인사항을 체크리스트[<부록 표 3>의 (4)]로 만들어 작업계획서에 포함한다. 작업별 공정은 다음 각 호와 같다.,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(가),,,,기초 앵커 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(나),,,,인입전원 가설,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(다),,,,베이직 및 일반마스트 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(라),,,,텔레스코픽 케이지 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(마),,,,"운전실, 턴테이블 및 탑 헤드 설치",,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(바),,,,카운터 지브 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(사),,,,메인 지브와 카운터 웨이트 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(4),(아),,,,와이어로프 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),,,,,타워크레인 상승 작업 시 다음 각 호의 작업별 공정에 대한 점검․확인사항을 체크리스트[<부록 표 3>의 (5)]로 만들어 작업계획서에 포함한다.,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(가),,,,메인 지브와 카운터 웨이트의 균형 유지,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(나),,,,텔레스코픽 케이지 설치,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(다),,,,가이드레일에 새로운 마스트 상차,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(라),,,,마스트 상승,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(마),,,,상승 작업 중의 작동 금지,,,,,,,,,,
C-97-2014,5.,5.3,,,(5),(바),,,,상승 작업 완료 후 조치,,,,,,,,,,
C-97-2014,5.,5.4,,,,,,,해체순서 및 작업별 점검․확인사항 (<부록 표 4> 참조),,,,,,,,,,,<부록_표 4>
C-97-2014,5.,5.4,,,(1),,,,,타워크레인 해체작업 흐름도를 작업계획서에 작성한다. 타워크레인의 해체는 제작회사에서 제공하는 설계도면 또는 해체 메뉴얼을 따르는 것을 원칙으로 한다. 타워크레인 해체작업 흐름도의 예는 <그림 3>과 같다.,<그림 3>,,,,,,,,,
C-97-2014,5.,5.4,,,(2),,,,,타워크레인 해체 작업 시 작업별 공정에 대한 점검․확인사항을 체크리스트[<부록 표 4>의 (2)]로 만들어 작업계획서에 포함한다. 작업별 공정은 다음 각 호와 같다.,,,,,,,,,,
C-97-2014,5.,5.4,,,(2),(가),,,,지브의 균형유지,,,,,,,,,,
C-97-2014,5.,5.4,,,(2),(나),,,,마스트 해체,,,,,,,,,,
C-97-2014,5.,5.4,,,(2),(다),,,,카운터 웨이트 및 메인 지브 해체,,,,,,,,,,
C-97-2014,5.,5.4,,,(2),(라),,,,카운터 지브 해체,,,,,,,,,,
C-97-2014,5.,5.4,,,(2),(마),,,,"탑 헤드 해체, 턴테이블 및 운전실 해체",,,,,,,,,,
C-97-2014,5.,5.5,,,,,,,작업도구․장비․가설설비 및 방호설비 (<부록 표 5> 참조),"설치․조립 및 해체작업 시의 개인보호구, 작업도구 및 방호설비에 대한 체크리스트[<부록 표 5>]로 만들어 작업계획서에 포함한다.",,,,,,,,,,<부록_표 5>
C-97-2014,5.,5.5,,,(1),,,,,개인보호구,,,,,,,,,,
C-97-2014,5.,5.5,,,(1),(가),,,,"안전대, 안전모, 안전화",,,,,,,,,,
C-97-2014,5.,5.5,,,(1),(나),,,,"안전장갑, 각반, 보안경 등",,,,,,,,,,
C-97-2014,5.,5.5,,,(2),,,,,작업도구,,,,,,,,,,
C-97-2014,5.,5.5,,,(2),(가),,,,"토크렌치, 체인블럭, 샤클",,,,,,,,,,
C-97-2014,5.,5.5,,,(2),(나),,,,"받침목, 와이어로프 등",,,,,,,,,,
C-97-2014,5.,5.5,,,(3),,,,,"운반차량, 이동식크레인 등",,,,,,,,,,
C-97-2014,5.,5.5,,,(4),,,,,방호설비,,,,,,,,,,
C-97-2014,5.,5.5,,,(4),(가),,,,타워크레인 방호울타리,,,,,,,,,,
C-97-2014,5.,5.5,,,(4),(나),,,,장비작업반경 접근방지 표지,,,,,,,,,,
C-97-2014,5.,5.5,,,(4),(다),,,,변압기 손상방지용 선반 등,,,,,,,,,,
C-97-2014,5.,5.6,,,,,,,작업인원의 구성 및 작업근로자의 역할 범위 (<부록 표 6> 참조),,,,,,,,,,,<부록_표 6>
C-97-2014,5.,5.6,,,(1),,,,,타워크레인의 설치․조립․해체 시 필요한 작업인원의 구성을 작업계획서에 작성한다. 작업인원 구성의 예는 <그림 4>와 같다.,<그림 4>,,,,,,,,,
C-97-2014,5.,5.6,,,(2),,,,,타워크레인의 설치․조립․해체 시 작업팀장의 책임 하에 각 근로자는 제작회사에서 제공하는 설치․조립 또는 해체 매뉴얼에 제시 된 절차를 준수하여야 한다.,,,,,,,,,,
C-97-2014,5.,5.7,,,,,,,중점 안전관리계획 (<부록 표 7> 참조),설치․조립․해체 작업계획서 작성 시에는 다음 각 호의 내용들을 작업계획서에 포함하여 작성하여야 한다.,,,,,,,,,,<부록_표 7>
C-97-2014,5.,5.7,,,(1),,,,,타워크레인의 안전관리계획,,,,,,,,,,
C-97-2014,5.,5.7,,,(1),(가),,,,현장 조치사항,,,,,,,,,,
C-97-2014,5.,5.7,,,(1),(나),,,,설치․조립․해체 업체의 조치 및 준비사항,,,,,,,,,,
C-97-2014,5.,5.7,,,(2),,,,,설치․해체용 크레인 통제방안,,,,,,,,,,
C-97-2014,5.,5.7,,,(3),,,,,운반차량 통제방안,,,,,,,,,,
C-97-2014,5.,5.7,,,(4),,,,,안전교육,,,,,,,,,,
C-97-2014,5.,5.7,,,(4),(가),,,,작업팀에 대한 교육 내용,,,,,,,,,,
C-97-2014,5.,5.7,,,(4),(나),,,,작업팀에 대한 현장 확인사항,,,,,,,,,,
C-97-2014,5.,5.7,,,(5),,,,,노후장비에 대한 비파괴검사,,,,,,,,,,
C-97-2014,5.,5.8,,,,,,,타워크레인 지지 방법 (<부록 표 8> 참조),,,,,,,,,,,<부록_표 8>
C-97-2014,5.,5.8,,,(1),,,,,타워크레인의 지지방법을 결정한다. 사업주는 타워크레인을 자립고 이상의 높이로 설치하는 경우 건축물 등의 벽체에 지지하도록 하여야 한다.,,,,,,,,,,
C-97-2014,5.,5.8,,,(2),,,,,타워크레인을 벽체에 지지하는 경우의 사업주 준수사항을 체크리스트로 만들어 작업계획서에 포함한다.,,,,,,,,,,
