,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-33-2022,4.0,,,,,,,,규정,,,작업의자형 달비계 작업순서 및 구성요소에 대한 안전조치 사항,,,,,,,,,,,,
1,C-33-2022,4.0,4.1,,,,,,,정보,_x0008_,m,작업의자형 달비계 작업 순서,작업의자형 달비계의 작업 순서를 보면 비교적 단순한 편이며 그와 같은 단순작업과정이 지속적으로 반복되는 작업으로 작업순서는 <그림 3>와 같다.,<그림 3>,,,,,,,,,,
2,C-33-2022,4.0,4.2,,,,,,,규정,,,작업의자형 달비계의 구성요소에 대한 안전조치사항,,,,,,,,,,,,
3,C-33-2022,4.0,4.2,4.2.1,,,,,,규정,,,작업용 로프 및 구명줄의 종류와 특성,,,,,,,,,,,,
4,C-33-2022,4.0,4.2,4.2.1,,(1),,,,,규정,m,,로프의 종류 및 특성,,,<표 1>,,,,,,,,
5,C-33-2022,4.0,4.2,4.2.1,,(2),,,,,정보,,,작업용 로프 및 구명줄 안전조치사항,,,,,,,,,,,
6,C-33-2022,4.0,4.2,4.2.1,,(2),(가),,,,정보,m,,"달비계를 지지하는 모든 로프는 최소 22.9kN(2,340 kgf)의 강도를 가진 인조섬유(나일론이나 폴리프로필렌이 적합)이어야 하며, 허용하중을 초과해서 사용하여서는 아니된다.",,,,,,,,,,,
7,C-33-2022,4.0,4.2,4.2.1,,(2),(나),,,,정보,m,,작업에 사용되는 작업대 및 작업용 기구 등은 떨어지지 않도록 부착하여야한다.,,,,,,,,,,,
8,C-33-2022,4.0,4.2,4.2.1,,(2),(다),,,,정보,m,,작업용 로프와 구명줄에는 다음 내용이 표시되거나 내용이 표시된 꼬리표가 부착되어 있어야 한다.,,,,,,,,,,,
9,C-33-2022,4.0,4.2,4.2.1,,(2),(다),-,,,정보,s,,"생산자의 상호, 길이/크기, 생산일, 작업 투입일",,,,,,,,,,,
10,C-33-2022,4.0,4.2,4.2.1,,(2),(라),,,,정보,m,,"작업용 로프, 구명줄은 연결하여 사용하지 말아야 한다.",,,,,,,,,,,
11,C-33-2022,4.0,4.2,4.2.1,,(2),(마),,,,정보,m,,"사용 전에 로프의 손상 유․무를 반드시 검사하여야 하며 검사결과 과도하게 닳거나 손상, 변형된 부분이 발견되면 즉시 폐기하여야 한다.",,,,,,,,,,,
12,C-33-2022,4.0,4.2,4.2.1,,(2),(바),,,,정보,m,,작업용 로프는 사용된 날부터 2년 이상이 되었거나 제조일로부터 3년 이상이 되었을 때에는 사용하지 않아야 한다.,,,,,,,,,,,
13,C-33-2022,4.0,4.2,4.2.1,,(2),(사),,,,정보,m,,"건물 또는 구조물의 단부, 날카로운 물체를 지나 설치되는 작업용 로프나 구명줄은 절단이나 마모로부터 보호될 수 있도록 별도의 조치를 하여야 한다.",,,,,,,,,,,
