,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-98-2014,4.0,,,,,,,,정보,,,철탑 조립공법의 종류,,,,,,,,,,,,
1,C-98-2014,4.0,,,,(1),,,,,정보,m,,"현재 국내에서 적용되고 있는 철탑 조립 작업 공법은 조립봉 공법, 이동식 크레인 공법, 철탑 크레인 공법, 헬기공법 등 4가지 방식이 주로 사용되고 있다.",,,,,,,,,,,
2,C-98-2014,4.0,,,,(1),(가),,,,정보,s,,조립봉 공법,,,,,,,,,,,
3,C-98-2014,4.0,,,,(1),(가),-,,,정보,s,,철탑의 주주 1각(Single Pier)에 목재 혹은 강재 조립봉을 부착하고 부재를 들어 올려 조립하는 공법으로서 비교적 소형 철탑에 적합,,,,,,,,,,,
4,C-98-2014,4.0,,,,(1),(나),,,,정보,s,,이동식 크레인 공법,,,,,,,,,,,
5,C-98-2014,4.0,,,,(1),(나),-,,,정보,s,,"이동 가능한 트럭 크레인, 크롤러 크레인을 사용하여 철탑을 조립하는 공법",,,,,,,,,,,
6,C-98-2014,4.0,,,,(1),(다),,,,정보,s,,철탑 크레인 공법,,,,,,,,,,,
7,C-98-2014,4.0,,,,(1),(다),-,,,정보,s,,철탑 중심부에 철주를 구축하고 그 꼭대기에 360° 선회가 가능한 철탑크 레인을 장착하여 철탑을 조립하는 공법,,,,,,,,,,,
8,C-98-2014,4.0,,,,(1),(라),,,,정보,s,,헬기 조립 공법,,,,,,,,,,,
9,C-98-2014,4.0,,,,(1),(라),-,,,정보,s,,지상 조립한 부재를 헬기를 이용해서 조립하는 공법,<그림 4_7>,,,,,,,,,,
10,C-98-2014,4.0,,,,(2),,,,,정보,m,,가공 송전선로공사의 종류와 내용은 일반적으로 다음과 같다.,,,,,,,,,,,
11,C-98-2014,4.0,,,,(2),(가),,,,정보,s,,철탑 기초 공사,,,,,,,,,,,
12,C-98-2014,4.0,,,,(2),(가),①,,,정보,s,,역T형 기초,,,,,,,,,,,
13,C-98-2014,4.0,,,,(2),(가),②,,,정보,s,,심형 기초,,,,,,,,,,,
14,C-98-2014,4.0,,,,(2),(가),③,,,정보,s,,파일 기초,,,,,,,,,,,
15,C-98-2014,4.0,,,,(2),(가),④,,,정보,s,,우물통 기초,,,,,,,,,,,
16,C-98-2014,4.0,,,,(2),(가),⑤,,,정보,s,,Rock anchor기초,,,,,,,,,,,
17,C-98-2014,4.0,,,,(2),(나),,,,정보,s,,철탑조립 공사,,,,,,,,,,,
18,C-98-2014,4.0,,,,(2),(나),①,,,정보,s,,조립 공통공사,,,,,,,,,,,
19,C-98-2014,4.0,,,,(2),(나),①,-,,정보,s,,"조립 준비 작업, 볼트채움 및 조임작업, 철탑 도장 작업, 항공 장애등 작업, 마무리 작업",,,,,,,,,,,
20,C-98-2014,4.0,,,,(2),(나),②,,,정보,s,,조립봉 공법,,,,,,,,,,,
21,C-98-2014,4.0,,,,(2),(나),②,-,,정보,s,,"시공계획 작성, 조립봉 설치작업, 철탑 조립작업, 암 조립작업, 안전장치 작업, 조립봉 철거작업, 대변재, 대각재 부착작업, 부속설비 작업",,,,,,,,,,,
22,C-98-2014,4.0,,,,(2),(나),③,,,정보,s,,이동식 크레인 공법,,,,,,,,,,,
23,C-98-2014,4.0,,,,(2),(나),③,-,,정보,s,,"시공계획 작성, 이동식크레인 설치작업, 철탑 조립작업, 암 조립작업, 안전장치 작업",,,,,,,,,,,
24,C-98-2014,4.0,,,,(2),(나),④,,,정보,s,,철탑 크레인 공법,,,,,,,,,,,
25,C-98-2014,4.0,,,,(2),(나),④,-,,정보,s,,"시공계획 작성, 철탑 크레인 설치작업, 철탑 조립작업, 암 조립작업, 철탑 크레인 해체작업, 대각재 부착작업, 부속설비 작업",,,,,,,,,,,
26,C-98-2014,4.0,,,,(2),(나),⑤,,,정보,s,,헬기 공법,,,,,,,,,,,
27,C-98-2014,4.0,,,,(2),(나),⑤,-,,정보,s,,"시공계획 작성, 헬기의 철탑 조립작업",,,,,,,,,,,
28,C-98-2014,4.0,,,,(2),(다),,,,정보,s,,전선설치공사(가선공사),,,,,,,,,,,
29,C-98-2014,4.0,,,,(2),(다),①,,,정보,s,,전선설치 공통공사,,,,,,,,,,,
30,C-98-2014,4.0,,,,(2),(다),①,-,,정보,s,,"드럼장 및 엔진장 설치작업, 방호 발받침 작업, 철탑 보강작업, 활차의 설치작업, 통신설비의 설치작업, 감시․유도방지대책 작업",,,,,,,,,,,
31,C-98-2014,4.0,,,,(2),(다),②,,,정보,s,,전선 펴기작업(연선작업),,,,,,,,,,,
32,C-98-2014,4.0,,,,(2),(다),②,-,,정보,s,,"와이어 펴기 작업, 전력선 펴기 작업, 조금차 공법, 가공지선․전력선의 가접속 작업, 가공지선․전력선의 본접속 작업, 조인트 프로텍터의 부착 작업",,,,,,,,,,,
33,C-98-2014,4.0,,,,(2),(다),③,,,정보,s,,전선 당기기작업(긴선작업),,,,,,,,,,,
34,C-98-2014,4.0,,,,(2),(다),③,-,,정보,s,,"애자장치 설치 작업, 이도자 부착 및 전선처짐 측정작업, 가공지선의 당기기 작업, 전력선의 당기기 작업, 스페이서 및 스페이서댐퍼 설치작업, 점퍼(Jumper)장치 부착작업, 부속품 부착작업",,,,,,,,,,,
35,C-98-2014,4.0,,,,(2),(다),④,,,정보,s,,프리패브(Prefab) 가선공법,,,,,,,,,,,
36,C-98-2014,4.0,,,,(2),(다),④,-,,정보,s,,"전선설치 준비작업, 전선 펴기 작업, 전선 당기기 작업",,,,,,,,,,,
37,C-98-2014,5.0,,,,,,,,정보,,,철탑 시공순서,,<그림 8>,,,,,,,,,,
38,C-98-2014,5.0,,,,(1),,,,,정보,m,,철탑기초공사,,,,,,,,,,,
39,C-98-2014,5.0,,,,(1),(가),,,,정보,s,,기초공사를 위한 진입로 공사,,,,,,,,,,,
40,C-98-2014,5.0,,,,(1),(나),,,,정보,s,,철탑 부지조성공사,,,,,,,,,,,
41,C-98-2014,5.0,,,,(1),(다),,,,정보,s,,철탑 기초 굴착공사(각입작업 포함),,,,,,,,,,,
42,C-98-2014,5.0,,,,(1),(라),,,,정보,s,,철탑 기초 콘크리트 타설,<그림 9_10>,,,,,,,,,,
43,C-98-2014,5.0,,,,(2),,,,,정보,m,,철탑 조립 공사,,,,,,,,,,,
44,C-98-2014,5.0,,,,(2),(가),,,,정보,s,,바디(Body) 및 커먼(Common) 조립,,,,,,,,,,,
45,C-98-2014,5.0,,,,(2),(나),,,,정보,s,,"휴게소, 사다리통로, 통로 조립",,,,,,,,,,,
46,C-98-2014,5.0,,,,(2),(다),,,,정보,s,,암 조립,,,,,,,,,,,
47,C-98-2014,5.0,,,,(2),(라),,,,정보,s,,내부 보조재 부착,<그림 11_14>,,,,,,,,,,
48,C-98-2014,5.0,,,,(3),,,,,정보,m,,전선설치공사(가선공사),,,,,,,,,,,
49,C-98-2014,5.0,,,,(4),,,,,정보,m,,전선긴선공사(전선 당기기공사),,,,,,,,,,,
50,C-98-2014,6.0,,,,,,,,규정,,,철탑 기초공사 작업안전,,,,,,,,,,,,
51,C-98-2014,6.0,,,,(1),,,,,규정,m,,철탑 기초공사를 위한 산악지형의 진입로 공사 시에는 다음과 같은 안전조치사항을 준수하여야 한다.,,,,,,,,,,,
52,C-98-2014,6.0,,,,(1),(가),,,,규정,s,,"차량계 건설기계를 사용할 경우 해당 기계의 넘어짐, 지반 무너짐 등에 관한 사전조사를 실시한 후 보강조치를 실시하여야 한다.",,,,,,,,,,,
53,C-98-2014,6.0,,,,(1),(나),,,,규정,s,,가설도로는 배수를 양호하게 하여 노면의 유실 등을 방지하여야 한다.,,,,,,,,,,,
54,C-98-2014,6.0,,,,(1),(다),,,,규정,s,,"성토면은 충분한 다짐을 통해 비탈면 무너짐 요인을 제거하고, 절토면은 고르기를 하여 낙석 및 우수로 인한 법면유실 방지조치를 강구하여야 한다.",,,,,,,,,,,
55,C-98-2014,6.0,,,,(1),(라),,,,규정,s,,차량계 건설기계를 사용할 때는 기계가 넘어지거나 굴러 떨어질 위험에 대비하여 도로 폭을 넓게 유지하는 등 필요한 조치를 취하여야 한다.,,,,,,,,,,,
56,C-98-2014,6.0,,,,(1),(마),,,,규정,s,,자재의 임시 적치 시 또는 공사차량 주차 시 통행로를 확보하여야 한다.,,,,,,,,,,,
57,C-98-2014,6.0,,,,(1),(바),,,,규정,s,,굴곡이 심하고 차량출입이 빈번한 장소에는 반사경을 설치하는 등 안전 조치를 하여야 한다.,,,,,,,,,,,
58,C-98-2014,6.0,,,,(1),(사),,,,규정,s,,공사 중 주의를 환기시키기 위하여 산업안전보건표지를 필요한 장소에 설치하여야 한다.,<그림 15>,,,,,,,,,,
59,C-98-2014,6.0,,,,(2),,,,,규정,m,,철탑 부지조성 공사 시에는 다음과 같은 안전조치사항을 준수하여야 한다.,,,,,,,,,,,
60,C-98-2014,6.0,,,,(2),(가),,,,규정,s,,나무를 넘어뜨릴 때에는 안전을 확보하고 충분히 안정된 자세로 작업하며 주위에 사람이 없는 것을 확인 후 시행하여야 한다.,,,,,,,,,,,
61,C-98-2014,6.0,,,,(2),(나),,,,규정,s,,경사면은 배수로 등을 설치하여 사면붕괴와 법면유실을 예방하고 성토면은 다짐을 철저히 하여 침하를 방지하여야 한다.,,,,,,,,,,,
62,C-98-2014,6.0,,,,(2),(다),,,,규정,s,,작업구획 표시물은 운전원의 착각으로 인한 차량 전복을 예방하기 위하여 철탑부지 경사면 안쪽에 설치하여야 한다.,<그림 16>,,,,,,,,,,
63,C-98-2014,6.0,,,,(3),,,,,규정,m,,철탑 기초 굴착공사 시에는 다음과 같은 안전조치사항을 준수하여야 한다.,,,,,,,,,,,
64,C-98-2014,6.0,,,,(3),(가),,,,규정,s,,"굴착면 형성 시 안정된 경사면을 유지하도록 굴착하고, 강우에 의해 경사면이 유실되지 않도록 적절한 방호조치를 하여야 한다.",,,,,,,,,,,
65,C-98-2014,6.0,,,,(3),(나),,,,규정,s,,"굴착 내부로 출입 시에는 안전계단식 사다리를 굴착 저면까지 설치토록 하여야 하고, 출입하는 근로자는 개인보호구를 착용하여야 한다.",,,,,,,,,,,
66,C-98-2014,6.0,,,,(3),(다),,,,규정,s,,임시로 쌓아둔 굴착토에 시트(천막 등) 등을 덮어 빗물에 의한 토사 유출을 방지하여야 한다.,,,,,,,,,,,
67,C-98-2014,6.0,,,,(3),(라),,,,규정,s,,굴착면 상부에는 적절한 유실방지용 흙 마대를 쌓아 굴착공 안으로 토사가 유입되는 것을 방지토록 하여야 한다.,,,,,,,,,,,
68,C-98-2014,6.0,,,,(3),(마),,,,규정,s,,"용수가 여러 장소에서 나오거나, 용수량이 많은 경우 감리 등 전문가와 협의하거나 자문을 받아 필요한 경우 굴착공법을 변경하는 등 안전한 공법으로 굴착하여야 한다.",,,,,,,,,,,
69,C-98-2014,6.0,,,,(3),(바),,,,규정,s,,"철근을 높게 설치할 경우 무게의 중심이 높아지므로 약간의 편하중에 의해서도 쉽게 넘어지므로 수직철근은 가능한 짧게 조립하여야 한다. 이때 결속은 매 이음 개소마다 철저히 하고, 조립되는 철근은 장척이므로 강관 파이프 등의 버팀대나 와이어로프 등으로 넘어지지 않도록 안전하게 고정을 실시하여야 한다.",<그림 17>,,,,,,,,,,
70,C-98-2014,6.0,,,,(3),(사),,,,규정,s,,"각입 작업 전 설계도서의 내용을 점검하고, 다음 순서에 따라 설치하여야 한다.",,,,,,,,,,,
71,C-98-2014,6.0,,,,(3),(사),①,,,규정,s,,기초 중심점 확인,,,,,,,,,,,
72,C-98-2014,6.0,,,,(3),(사),②,,,규정,s,,중심점을 기준하여 각입재의 기초판(Setting plate) 설치,,,,,,,,,,,
73,C-98-2014,6.0,,,,(3),(사),③,,,규정,s,,각입재의 기초판 상부에 주각재의 위치 표시,,,,,,,,,,,
74,C-98-2014,6.0,,,,(3),(사),④,,,규정,s,,각입재 설치,,,,,,,,,,,
75,C-98-2014,6.0,,,,(3),(사),⑤,,,규정,s,,고정용 지지대 설치,,,,,,,,,,,
