,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-06-2015,4.0,,,,,,,,정보,,,타일공사 작업계획 수립 시 검토사항,,,,,,,,,,,,
1,C-06-2015,4.0,,,,(1),,,,,정보,m,,"타일공사 작업계획은 타일공사 작업장의 제반 여건과 설계도서(설계도면, 시방서 등)에서 정하고 있는 작업별 작업 방법 및 절차에 부합하여야 한다.",,,,,,,,,,,
2,C-06-2015,4.0,,,,(2),,,,,정보,m,,"작업계획서는 타일공사 시 작업용 수공구, 기계 공구 등 기계․기구․장비를 사용함에 있어 안전․보건상의 문제가 없는지 검토한 후 구체적인 작업계획을 수립하여 관리감독자의 승인을 받아야 한다.",,,,,,,,,,,
3,C-06-2015,4.0,,,,(3),,,,,정보,m,,"작업계획서에는 타일공사 시 근로자 안전보건 공통사항으로서 안전한 구조의 작업발판(용도 외의 자재를 발판으로 사용 금지 등) 확보계획 및 시행규칙에서 정하는 안전표지(금지, 경고, 지시, 안내) 부착 계획을 포함하여야 한다.",,,,,,,,,,,
4,C-06-2015,4.0,,,,(4),,,,,정보,m,,작업계획서는 적용할 타일 부착 공법에 이해와 경험을 갖춘 자가 수립하여야 하며 공사 중에는 작업 책임자가 계획서의 내용에 의한 시공 실시 여부를 확인하여야 한다.,,,,,,,,,,,
5,C-06-2015,4.0,,,,(5),,,,,정보,m,,기타 타일공사에 따른 품질 및 시공 등 전반에 관한 사항은 국토교통부의 건축 공사 표준시방서에 준한다.,,,,,,,,,,,
6,C-06-2015,5.0,,,,,,,,규정,,,타일공사 작업별 안전조치 사항,,,,,,,,,,,,
7,C-06-2015,5.0,5.1,,,,,,,규정,,,타일 등 자재 운반 작업,,,,,,,,,,,,
8,C-06-2015,5.0,5.1,,,(1),,,,정보,,,,"자재 운반 방법(수직, 수평)",,,,,,,,,,,
9,C-06-2015,5.0,5.1,,,(1),(가),,,,정보,,,인력을 이용한 자재 운반,,,,,,,,,,,
10,C-06-2015,5.0,5.1,,,(1),(나),,,,정보,m,,"리어카, 핸드카 등 운반 용구를 이용한 자재 운반",<그림 2_3>,,,,,,,,,,
11,C-06-2015,5.0,5.1,,,(1),(다),,,,정보,m,,"지게차, 사다리차 등 운반 장비를 이용한 운반",<그림 4_5>,,,,,,,,,,
12,C-06-2015,5.0,5.1,,,(2),,,,규정,,,,운반 작업 시 안전조치 사항,,,,,,,,,,,
13,C-06-2015,5.0,5.1,,,(2),(가),,,,규정,,,인력운반 작업,,,,,,,,,,,
14,C-06-2015,5.0,5.1,,,(2),(가),①,,,규정,m,,타일 자재 운반 작업 시에는 근골격계 재해예방을 위한 안전 작업 방법을 강구하여야 한다.,,,,,,,,,,,
15,C-06-2015,5.0,5.1,,,(2),(가),②,,,규정,m,,운반 작업 전 근로자에 대하여 충분한 준비운동을 실시하여야 한다.,,,,,,,,,,,
16,C-06-2015,5.0,5.1,,,(2),(가),③,,,규정,m,,"인력운반 시에는 자재 중량이 허리에 집중되지 않도록 무릎을 굽힌 상태에서 허리를 펴고 짐을 들어 올리며, 가급적 짐은 몸 가까이 붙여 들어 올리고 하중이 하체 쪽에 전달되도록 자세를 취해야 한다.",<그림 6_7>,,,,,,,,,,
17,C-06-2015,5.0,5.1,,,(2),(가),④,,,규정,m,,"인력운반 시에는 운반물이 타 물체에 부딪히지 않도록 사전에 운반 구간을 확인하고, 운반물이 전방 시야를 방해하지 않도록 하여야 한다.",,,,,,,,,,,
18,C-06-2015,5.0,5.1,,,(2),(가),⑤,,,규정,m,,"인력운반 구간의 바닥면 등에 돌출물 등이 있을 경우에는 전도 재해예방을 위하여 즉시 제거하고, 바닥면은 미끄럽지 않도록 유지하여야 한다.",,,,,,,,,,,
19,C-06-2015,5.0,5.1,,,(2),(가),⑥,,,규정,m,,자재를 인력운반 시에는 자재를 떨어뜨려 발등에 재해를 당할 우려가 있으므로 적당한 양을 운반하고 안전화를 착용하여야 한다.,,,,,,,,,,,
20,C-06-2015,5.0,5.1,,,(2),(가),⑦,,,규정,m,,타일 박스를 들어 올리거나 내릴 경우에는 손이 타일 박스와 바닥면에 끼일 우려가 높으므로 적정 받침목을 설치하는 등 안전대책을 강구하여야 한다.,,,,,,,,,,,
21,C-06-2015,5.0,5.1,,,(2),(나),,,,규정,,,리어카 등 운반 용구를 이용한 자재 운반 작업,,,,,,,,,,,
22,C-06-2015,5.0,5.1,,,(2),(나),①,,,규정,m,,"리어카, 핸드카 등 운반 용구를 이용하여 자재를 운반 시에는 사전에 각륜, 볼트 체결 상태, 용접 상태 등 각 부위의 이상 유무를 확인하여야 한다.",,,,,,,,,,,
23,C-06-2015,5.0,5.1,,,(2),(나),②,,,규정,m,,"운반 경로 상에는 돌출 장애물이 없도록 조치하고, 운반물은 운반 도중 이탈되지 않도록 로프 등을 이용하여 견고히 고정시켜야 한다.",,,,,,,,,,,
24,C-06-2015,5.0,5.1,,,(2),(나),③,,,규정,m,,"리어카, 핸드카에는 자재의 과다 적재를 지양하고, 시야를 확보하도록 하여야 한다.",,,,,,,,,,,
25,C-06-2015,5.0,5.1,,,(2),(나),④,,,규정,m,,"엘리베이터, 리프트 등을 이용한 수직 운반 시에는 개폐 문의 턱이 없도록 조치하고, 회전을 고려한 적정 작업 반경을 확보하여야 한다.",,,,,,,,,,,
26,C-06-2015,5.0,5.1,,,(2),(다),,,,규정,,,지게차를 이용한 운반 작업,,,,,,,,,,,
27,C-06-2015,5.0,5.1,,,(2),(다),①,,,규정,m,,"지게차를 이용하여 자재를 운반 시에는 지게차로 인한 충돌, 깔림 재해 등을 예방할 수 있도록 작업계획을 수립하고, 그 작업계획에 따라 작업을 수행하도록 하여야 한다.",,,,,,,,,,,
28,C-06-2015,5.0,5.1,,,(2),(다),②,,,규정,m,,지게차로 팔레트를 이용하여 타일을 운반 시에는 팔레트가 지게차로부터 이탈하지 않도록 조치하여 운반하여야 한다.,,,,,,,,,,,
29,C-06-2015,5.0,5.1,,,(2),(다),③,,,규정,m,,지게차는 자격 소지자가 운전할 수 있도록 관리를 철저히 한다.,,,,,,,,,,,
30,C-06-2015,5.0,5.1,,,(2),(다),④,,,규정,m,,"지게차 이용 작업 시에는 작업지휘자 또는 유도자를 지정하고, 신호수는 운전원이 가장 잘 볼 수 있는 위치에서 신호하여야 한다.",,,,,,,,,,,
31,C-06-2015,5.0,5.1,,,(2),(다),⑤,,,규정,m,,"지게차는 급출발, 급정지 및 급선회를 하지 못하도록 한다.",,,,,,,,,,,
32,C-06-2015,5.0,5.1,,,(2),(다),⑥,,,규정,m,,허용하중 및 운행 상황을 고려한 그 밖의 능력을 초과하여 지게차를 사용하여서는 아니 된다.,,,,,,,,,,,
33,C-06-2015,5.0,5.1,,,(2),(다),⑦,,,규정,m,,"사업주는 앉아서 조작하는 방식의 지게차를 운전하는 운전자는 좌석 안전 띠를 착용하도록 하여야 하며, 착용 지시를 받은 운전자는 좌석 안전띠를 착용하여야 한다.",<그림 8>,,,,,,,,,,
34,C-06-2015,5.0,5.2,,,,,,,규정,,,붙임 재료 배합작업,,,,,,,,,,,,
35,C-06-2015,5.0,5.2,,,(1),,,,정보,,m,,붙임 재료,,,,,,,,,,,
