,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-14-2012,4.0,,,,,,,,규정,,,밀폐공간에서 방수작업시 작업안전절차,,<그림 1>,,,,,,,,,,
1,C-14-2012,4.0,4.1,,,,,,,정보,,,작업전 안전절차,,,,,,,,,,,,
2,C-14-2012,4.0,4.1,,,(1),,,,정보,,,,사전조사,,,,,,,,,,,
3,C-14-2012,4.0,4.1,,,(1),(가),,,,정보,m,,밀폐공간의 작업 여건 및 도면을 검토하여야 한다.,,,,,,,,,,,
4,C-14-2012,4.0,4.1,,,(1),(나),,,,정보,m,,"출입구 구조, 승․하강 설비, 조명 등의 현장조사를 실시하여야 한다.",,,,,,,,,,,
5,C-14-2012,4.0,4.1,,,(1),(다),,,,정보,m,,산소농도 및 유해가스 유무를 확인하기 위해 작업장소의 수직방향 및 수평방향으로 각각 3개소 이상 측정하여야 한다.,<그림_UD 1>,,,,,,,,,,
6,C-14-2012,4.0,4.1,,,(1),(라),,,,정보,m,,방수재료의 구성성분과 물성 및 위험특성 등 물질안전보건자료(MSDS)를 정확히 파악하여 유해성 여부를 확인하여야 한다.,,,,,,,,,,,
7,C-14-2012,4.0,4.1,,,(1),(마),,,,정보,m,,밀폐공간의 방수작업과 관련된 법규를 검토하여야 한다.,,,,,,,,,,,
8,C-14-2012,4.0,4.1,,,(1),(바),,,,그외,m,,KOSHA GUIDE H-80-2012 (밀폐공간 보건작업 프로그램 시행에 관한 기술지침)에 의한 작업절차를 검토하여야 한다.,,,,,,,,,,,
9,C-14-2012,4.0,4.1,,,(2),,,,정보,,,,작업안전계획 수립,,,,,,,,,,,
10,C-14-2012,4.0,4.1,,,(2),(가),,,,정보,m,,작업 중 발생할 수 있는 위험상황에 대처할 수 있도록 감시인 배치 계획 및 작업 모니터링 계획을 수립하여야 한다.,,,,,,,,,,,
11,C-14-2012,4.0,4.1,,,(2),(나),,,,정보,m,,비상상황 발생시 외부와 연락할 수 있는 통신장비 등의 연락체계를 구축 하여야 한다.,,,,,,,,,,,
12,C-14-2012,4.0,4.1,,,(2),(다),,,,정보,m,,"밀폐공간의 방수안전 작업방법, 응급처치 등 안전보건교육 계획을 수립하여야 한다.",,,,,,,,,,,
13,C-14-2012,4.0,4.1,,,(2),(라),,,,정보,m,,"대피용 기구의 비치(공기호흡기, 송기마스크, 휴대용랜턴, 무전기) 및 구조훈련 계획을 수립하여야 한다.",,,,,,,,,,,
14,C-14-2012,4.0,4.1,,,(2),(마),,,,정보,m,,"작업 전이나 작업 중 유해가스 및 산소 농도의 측정장소, 측정방법 등 계획을 수립하여야 한다.",,,,,,,,,,,
15,C-14-2012,4.0,4.1,,,(2),(바),,,,정보,m,,작업 전 및 작업 중 산소농도를 측정하여 적정한 공기상태로 유지되도록 환기설비 계획을 수립하여야 한다. 환기량은 KOSHA GUIDE W-1-2012 (산업환기설비에 관한 기술지침) <별표1>을 참조하여 적정한 필요 환기량을 산정하여 강제 환기를 실시하여야 한다.,,,,,,,,,,,
16,C-14-2012,4.0,4.1,,,(2),(사),,,,정보,m,,환기관련 전반적인 내용은 KOSHA GUIDE H-80-2012 (밀폐공간 보건작업 프로그램 시행에 관한 기술지침)을 참고한다.,,,,,,,,,,,
17,C-14-2012,4.0,4.1,,,(2),(아),,,,정보,m,,작업 전 및 작업 중 유해가스를 조사하여 유해가스의 처리방법․시기 등의 계획을 수립하여야 한다.,,,,,,,,,,,
18,C-14-2012,4.0,4.1,,,(2),(자),,,,정보,m,,"방수재료, 자재 등 운반 계획을 수립하여야 한다.",,,,,,,,,,,
19,C-14-2012,4.0,4.1,,,(2),(차),,,,정보,m,,공기 호흡기 또는 송기 마스크 등 호흡용 보호구 지급 및 점검계획을 수립하여야 한다.,,,,,,,,,,,
20,C-14-2012,4.0,4.1,,,(2),(카),,,,정보,m,,작업의 높이에 따른 이동식비계 등 작업발판의 설치 계획을 수립하여야 한다.,,,,,,,,,,,
21,C-14-2012,4.0,4.1,,,(2),(타),,,,정보,m,,전기기계․기구 사용을 위한 가설전기의 설치 계획을 수립하여야 한다.,,,,,,,,,,,
22,C-14-2012,4.0,4.1,,,(2),(파),,,,정보,m,,작업장 내 승․하강 설비 설치 계획을 수립하여야 한다.,,,,,,,,,,,
23,C-14-2012,4.0,4.1,,,(2),(하),,,,정보,m,,가스검지기 및 경보기 설치 계획을 수립하여야 한다.,,,,,,,,,,,
24,C-14-2012,4.0,4.1,,,(2),(거),,,,정보,m,,사전 위험성 평가를 실시하여 안전 대책을 수립하여야 한다.,,,,,,,,,,,
25,C-14-2012,4.0,4.1,,,(3),,,,정보,,m,,안전보건작업허가서 작성 작업자는 밀폐공간 방수작업 시 다음과 같은 안전보건작업허가서를 작성하여 관리감독자에게 허가 승인을 받은 후에 작업을 실시하여야 한다.,,,,,,,,,,,
26,C-14-2012,4.0,4.1,,,(3),(가),,,,정보,s,,작업개요,,,,,,,,,,,
27,C-14-2012,4.0,4.1,,,(3),(나),,,,정보,s,,안전담당자 지정 및 감시인 배치 유무,,,,,,,,,,,
28,C-14-2012,4.0,4.1,,,(3),(다),,,,정보,s,,산소농도측정 유무,,,,,,,,,,,
29,C-14-2012,4.0,4.1,,,(3),(라),,,,정보,s,,유해가스 부위별 측정 결과,,,,,,,,,,,
30,C-14-2012,4.0,4.1,,,(3),(마),,,,정보,s,,환기설비 설치 유무,,,,,,,,,,,
31,C-14-2012,4.0,4.1,,,(3),(바),,,,정보,s,,연락설비 구비 유무,,,,,,,,,,,
32,C-14-2012,4.0,4.1,,,(3),(사),,,,정보,s,,개인 보호구 지급 및 점검 유무,,,,,,,,,,,
33,C-14-2012,4.0,4.1,,,(3),(아),,,,정보,s,,방폭용 전기기계․기구의 사용 유무,,,,,,,,,,,
34,C-14-2012,4.0,4.1,,,(3),(자),,,,정보,s,,소화기 비치 유무,,,,,,,,,,,
35,C-14-2012,4.0,4.1,,,(3),(차),,,,정보,s,,호흡용 보호구 비치 유무,,,,,,,,,,,
36,C-14-2012,4.0,4.1,,,(3),(카),,,,정보,s,,사고 발생 시 대응조치 계획,,,,,,,,,,,
37,C-14-2012,4.0,4.1,,,(3),(타),,,,정보,s,,조명 설치 계획,,,,,,,,,,,
38,C-14-2012,4.0,4.1,,,(3),(파),,,,정보,s,,안전교육 실시,,,,,,,,,,,
39,C-14-2012,4.0,4.1,,,(3),(하),,,,정보,s,,안전통로 확보,,,,,,,,,,,
40,C-14-2012,4.0,4.2,,,,,,,규정,,,작업 중 안전절차,,,,,,,,,,,,
41,C-14-2012,4.0,4.2,,,(1),,,,,규정,,,일반사항,,,,,,,,,,,
42,C-14-2012,4.0,4.2,,,(1),(가),,,,규정,m,,작업 전에 작업장 내 유해가스를 측정하여 기준 농도 이하가 되도록 환기를 실시하여야 한다.,,,,,,,,,,,
43,C-14-2012,4.0,4.2,,,(1),(나),,,,규정,m,,작업 전에 산소농도를 측정하여 산소농도가 18% 이상 23.5% 미만으로 유지될 수 있도록 하여야 한다.,,,,,,,,,,,
44,C-14-2012,4.0,4.2,,,(1),(다),,,,규정,m,,"작업장의 환기가 곤란한 경우에는 공기호흡기 또는 송기마스크 등 호흡용 보호구를 지급하고, 개인 보호구 수시 점검 및 착용 여부를 확인한다.",,,,,,,,,,,
45,C-14-2012,4.0,4.2,,,(1),(라),,,,규정,m,,"밀폐공간 작업장의 환기를 위한 급기구는 외부의 신선한 공기를 공급할 수 있도록 설치하여야 하며, 배기구는 유해한 공기를 외부로 배출되도록 설치하되 배출된 유해한 공기가 다시 유입되지 않는 구조로 설치하여 작업장 내 공기를 적정한 공기 상태로 유지하여야 한다.",,,,,,,,,,,
46,C-14-2012,4.0,4.2,,,(1),(마),,,,규정,m,,"관리감독자는 작업 전에 근로자에게 작업위험요인과 이에 대한 대응방법, 응급처치 등에 대하여 교육을 실시하여야 한다.",,,,,,,,,,,
47,C-14-2012,4.0,4.2,,,(1),(바),,,,규정,m,,작업자의 건강상태를 수시 확인하여야 한다.,,,,,,,,,,,
48,C-14-2012,4.0,4.2,,,(1),(사),,,,규정,m,,밀폐공간에서의 방수작업은 반드시 2인 1조로 실시하여야 한다.,,,,,,,,,,,
49,C-14-2012,4.0,4.2,,,(1),(아),,,,규정,m,,작업장 출입구 및 내부에는 작업에 알맞은 조명(150lux 이상의 조도)을 설치하여야 한다.,,,,,,,,,,,
50,C-14-2012,4.0,4.2,,,(1),(자),,,,규정,m,,밀폐공간에서 자재를 반입 및 반출시에는 달줄 또는 달포대를 사용하여야 한다.,,,,,,,,,,,
51,C-14-2012,4.0,4.2,,,(1),(차),,,,규정,m,,"방수재료인 신나, 방수재 등 화재발생의 위험이 있으므로 작업장소에 점화물질 휴대를 금지하여야 한다.",,,,,,,,,,,
52,C-14-2012,4.0,4.2,,,(1),(카),,,,규정,m,,화재·폭발의 우려가 있는 장소에서는 방폭형 구조의 장비 등을 사용하여야 한다.,,,,,,,,,,,
53,C-14-2012,4.0,4.2,,,(1),(타),,,,규정,m,,"방수에 사용하는 도료, 신나 등의 재료에 대한 물질안전보건자료 (MSDS)를 파악하여 취급 시 주의사항 등을 교육시켜야 한다.",,,,,,,,,,,
54,C-14-2012,4.0,4.2,,,(1),(파),,,,규정,m,,작업 중에는 관계자외 출입을 금지하여야 한다.,,,,,,,,,,,
55,C-14-2012,4.0,4.2,,,(1),(하),,,,규정,m,,투입 인원 및 퇴장 인원을 반드시 점검하여야 한다.,,,,,,,,,,,
56,C-14-2012,4.0,4.2,,,(2),,,,,규정,,,작업중 안전조치 사항,,,,,,,,,,,
57,C-14-2012,4.0,4.2,,,(2),(가),,,,규정,m,,작업 중에 산소농도의 지속적 측정으로 산소농도 결핍우려가 있을 경우 근로자를 즉시 대피시킬 수 있도록 하여야 한다.,,,,,,,,,,,
58,C-14-2012,4.0,4.2,,,(2),(나),,,,규정,m,,작업 중에 수시로 유해가스 상태를 점검하고 유해가스의 농도가 기준치를 초과하였을 경우는 추가 환기할 수 있도록 조치하여야 한다.,,,,,,,,,,,
59,C-14-2012,4.0,4.2,,,(2),(다),,,,규정,m,,작업 중에 정전 등에 의한 환기 중단 시에는 즉시 외부로 대피하여야 한다.,,,,,,,,,,,
60,C-14-2012,4.0,4.2,,,(2),(라),,,,규정,m,,등받이 울이 설치되어 있지 않은 지상으로부터 2.5미터이상의 승강 사다리를 이용하여 승․하강 시에는 안전대 및 구명줄을 사용하여야 한다.,,,,,,,,,,,
61,C-14-2012,4.0,4.2,,,(2),(마),,,,규정,m,,이동식비계 사용 시 안전보건규칙에 준하여 설치하여야 한다.,,,,,,,,,,,
62,C-14-2012,4.0,4.2,,,(2),(바),,,,규정,m,,"밀폐공간 내 벽체, 천정 방수작업 시 작업발판, 안전난간 등 추락방지시설은 안전보건규칙에 준하여 설치하여야 한다.",,,,,,,,,,,
