,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-61-2012,4.0,,,,,,,,정보,,,작업계획 수립 시 검토사항,,,,,,,,,,,,
1,C-61-2012,4.0,,,,(1),,,,,정보,m,,"공사현장의 제반 여건과 터널 형상을 파악한 후 가시설물 설치계획, 수직터널 및 수평 보조 터널 등 세부작업 단계별 안전작업 방법과 순서, 장비에 대한 안전조치 사항 등이 포함된 작업계획을 수립하여야 한다.",,,,,,,,,,,
2,C-61-2012,4.0,,,,(2),,,,,정보,m,,작업계획서는 본 공법에 풍부한 경험과 지식을 갖춘 자가 수립하여야 하며 공사 중 계획서의 내용이 제대로 이행되는지의 여부를 수시로 확인할 수 있도록 하여야 한다.,,,,,,,,,,,
3,C-61-2012,4.0,,,,(3),,,,,정보,m,,공사 위치에 대한 지질조사 및 주변 지장물 조사를 실시하고 공사에 필요한 가설전기 설치위치 선정 등의 사항에 대한 사전 검토를 철저히 하여야 한다.,,,,,,,,,,,
4,C-61-2012,4.0,,,,(4),,,,,정보,m,,"Shield-T.B.M 장비는 전문 시공업체의 주기적인 검사를 실시하여야 하며 작업대차 이동 중 충돌사고 예방을 위한 대피장소 지정 및 장비 사용으로 인한 매연, 분진 발생에 따른 환기설비 설치 등 근로자 건강보호대책을 수립 후 시행하여야 한다.",,,,,,,,,,,
5,C-61-2012,4.0,,,,(5),,,,,정보,m,,"장비 반입·반출 등 크레인을 사용하여 조립, 해체 공정을 진행할 때에는 작업방법 및 순서 등이 포함된 중량물 취급 작업계획을 수립하여야 한다.",,,,,,,,,,,
6,C-61-2012,5.0,,,,,,,,규정,,,공사 단계별 안전작업 사항,,,,,,,,,,,,
7,C-61-2012,5.0,5.1,,,,,,,규정,,,가설공사 안전작업,,,,,,,,,,,,
8,C-61-2012,5.0,5.1,,,(1),,,,,규정,m,,가설공사 시 작업절차 및 순서는 <그림 1>과 같다.,<그림 1>,,,,,,,,,,
9,C-61-2012,5.0,5.1,,,(2),,,,,규정,m,,지질 및 지층에 관한 조사를 실시하고 다음 사항을 확인하여 시공계획에 반영하여야 한다.,,,,,,,,,,,
10,C-61-2012,5.0,5.1,,,(2),(가),,,,규정,s,,시추(보링) 위치,,,,,,,,,,,
11,C-61-2012,5.0,5.1,,,(2),(나),,,,규정,s,,토층 분포 상태,,,,,,,,,,,
12,C-61-2012,5.0,5.1,,,(2),(다),,,,규정,s,,투수계수,,,,,,,,,,,
13,C-61-2012,5.0,5.1,,,(2),(라),,,,규정,s,,지하수위,,,,,,,,,,,
14,C-61-2012,5.0,5.1,,,(2),(마),,,,규정,s,,지반의 지지력 등,,,,,,,,,,,
15,C-61-2012,5.0,5.1,,,(3),,,,,규정,m,,"공사 전 작업구간 내에 기 설치되어 있는 상수도 및 하수관로, 송유관, 통신 및 전력 케이블, 도시 가스관, 지하갱도 등의 지하 지장물의 종류, 심도 및 크기를 파악하여 안전한 시공이 가능하도록 조치하여야 한다.",,,,,,,,,,,
16,C-61-2012,5.0,5.1,,,(4),,,,,규정,m,,가설도로 개설 및 가시설물 설치 시 조치사항은 다음과 같다.,,,,,,,,,,,
17,C-61-2012,5.0,5.1,,,(4),(가),,,,규정,s,,절·성토 공사 시 굴착면 기울기 준수,,,,,,,,,,,
18,C-61-2012,5.0,5.1,,,(4),(나),,,,규정,s,,"토공장비, 다짐장비 및 덤프트럭 등의 작업 시 신호수 배치",,,,,,,,,,,
19,C-61-2012,5.0,5.1,,,(4),(다),,,,규정,s,,"수전 설비에 대한 접근성, 주변 조건, 접지, 전선방호, 위험지역 구획 및 격리 등",,,,,,,,,,,
20,C-61-2012,5.0,5.2,,,,,,,규정,,,굴착공사 안전작업,,,,,,,,,,,,
21,C-61-2012,5.0,5.2,,,(1),,,,,규정,m,,굴착공사 시 작업절차 및 순서는 <그림 2>와 같다.,<그림 2>,,,,,,,,,,
22,C-61-2012,5.0,5.2,,,(2),,,,,규정,m,,"작업준비 시 건설기계 투입, 자재 반입을 위한 조치사항은 다음과 같다.",,,,,,,,,,,
23,C-61-2012,5.0,5.2,,,(2),(가),,,,규정,m,,세그먼트 블록 투입과 버력 반출용 양중장비 설치 및 작업계획 작성,,,,,,,,,,,
24,C-61-2012,5.0,5.2,,,(2),(가),①,,,규정,s,,1개 수직구에 2개의 인양장비 설치 여부 검토,,,,,,,,,,,
25,C-61-2012,5.0,5.2,,,(2),(가),②,,,규정,s,,"장비형식, 설치위치, 용량, 장비 간 간섭여부 확인 등",,,,,,,,,,,
26,C-61-2012,5.0,5.2,,,(2),(가),③,,,규정,s,,"부재 중량 및 조립작업용 장비, 기자재, 작업순서 및 방법 결정 등",,,,,,,,,,,
27,C-61-2012,5.0,5.2,,,(2),(나),,,,규정,m,,"건설기계 반입 전 작업방법, 작업내용에 따른 용량 형식 결정",,,,,,,,,,,
28,C-61-2012,5.0,5.2,,,(2),(다),,,,규정,m,,"건설기계 반입 및 작업 시 지반침하방지 조치, 동선 확보 등",,,,,,,,,,,
29,C-61-2012,5.0,5.2,,,(3),,,,,규정,m,,수직구 굴착,,,,,,,,,,,
30,C-61-2012,5.0,5.2,,,(3),(가),,,,규정,m,,수직구 굴착공사 시 다음 사항이 포함된 작업계획을 작성하여야 한다.,,,,,,,,,,,
31,C-61-2012,5.0,5.2,,,(3),(가),①,,,규정,s,,세부공정표,,,,,,,,,,,
32,C-61-2012,5.0,5.2,,,(3),(가),②,,,규정,s,,지반깊이별 굴착방법,,,,,,,,,,,
33,C-61-2012,5.0,5.2,,,(3),(가),③,,,규정,s,,단계별 벽체 시공방법,,,,,,,,,,,
34,C-61-2012,5.0,5.2,,,(3),(가),④,,,규정,s,,"사용장비, 굴착토사 인양, 적재, 운반, 사토 방법 등",,,,,,,,,,,
35,C-61-2012,5.0,5.2,,,(3),(나),,,,규정,m,,H-Pile 시공을 위한 항타기의 전도방지를 위해 작업하중에 적합한 지반의 평편성과 지내력을 확보하여야 한다.,,,,,,,,,,,
36,C-61-2012,5.0,5.2,,,(3),(다),,,,규정,m,,수직구 굴착단부에는 추락 및 낙하물방지를 위한 안전난간 및 발끝막이판을 설치하여야 한다.,,,,,,,,,,,
37,C-61-2012,5.0,5.2,,,(3),(라),,,,규정,m,,"굴착토사 인양 중 낙하재해 예방을 위하여 인양 버킷은 정량 적재 후 20 % 이상의 여유높이가 갖게 하거나, 덮개를 설치하고 하부에는 작업자 대피소를 확보하여야 한다.",,,,,,,,,,,
38,C-61-2012,5.0,5.2,,,(3),(마),,,,규정,m,,굴착지면에 투입되는 굴삭기의 운전석은 낙하물에 대비한 헤드가드를 설치하여야 한다.,,,,,,,,,,,
39,C-61-2012,5.0,5.2,,,(3),(바),,,,규정,m,,흙막이지보공에 대한 계측을 실시하여야 한다.,,,,,,,,,,,
40,C-61-2012,5.0,5.2,,,(3),(사),,,,규정,m,,지면에서 굴착작업장소까지는 계단구조의 승강통로를 설치하여야 한다.,,,,,,,,,,,
41,C-61-2012,5.0,5.2,,,(3),(아),,,,규정,m,,굴착작업 진행 중 용수량에 적합한 배수시설을 확보하여야 한다.,,,,,,,,,,,
42,C-61-2012,5.0,5.2,,,(3),(자),,,,규정,m,,발파작업 시 발파면이 습윤포화 상태의 경우 비전기식 뇌관을 사용하여야 하며 기타사항은 KOSHA GUIDE C-46-2012(발파공사 안전보건작업 지침)에 따른다.,,,,,,,,,,,
43,C-61-2012,5.0,5.2,,,(3),(차),,,,규정,m,,"전, 후방 보조터널은 통상 NATM공법에 의한 수평터널로 시공되므로 KOSHA GUIDE C-45-2012 터널공사(NATM공법) 안전보건작업 지침에 따른다.",,,,,,,,,,,
44,C-61-2012,5.0,5.3,,,,,,,규정,,,굴진공사 안전작업,,,,,,,,,,,,
45,C-61-2012,5.0,5.3,,,(1),,,,,규정,m,,굴진공사 시 작업절차 및 순서는 <그림 3>과 같다.,<그림 3>,,,,,,,,,,
46,C-61-2012,5.0,5.3,,,(2),,,,,규정,m,,발진 준비 작업,,,,,,,,,,,
47,C-61-2012,5.0,5.3,,,(2),(가),,,,규정,m,,보조터널에서의 장비조립을 위해서는 다음의 내용이 포함된 작업계획을 수립하여야 한다.,,,,,,,,,,,
48,C-61-2012,5.0,5.3,,,(2),(가),①,,,규정,s,,장비거치 및 굴진용 레일 설치 계획,,,,,,,,,,,
49,C-61-2012,5.0,5.3,,,(2),(가),②,,,규정,s,,부재 투입순서 및 부재별 중량표 작성,,,,,,,,,,,
50,C-61-2012,5.0,5.3,,,(2),(가),③,,,규정,s,,수직구 투입 인양장비(인양단위 최고중량 기준) 선정 및 보조기구 사용계획,,,,,,,,,,,
51,C-61-2012,5.0,5.3,,,(2),(가),④,,,규정,s,,조립순서 및 방법,,,,,,,,,,,
52,C-61-2012,5.0,5.3,,,(2),(가),⑤,,,규정,s,,조립작업용 발판 등 가시설 설치계획,,,,,,,,,,,
53,C-61-2012,5.0,5.3,,,(2),(가),⑥,,,규정,s,,시운전 전·후 안전점검사항 등,,,,,,,,,,,
54,C-61-2012,5.0,5.3,,,(2),(나),,,,규정,m,,수직구에는 근로자의 안전한 출입을 위해 가설통로를 설치하여야 한다. 또한 건설용 리프트를 설치 할 경우에는 사용 전 완성검사를 실시하고 하부의 건수(乾水)를 고려하여 바닥에서 일정 높이를 이격하여 탑승구를 설치하여야 한다.,,,,,,,,,,,
55,C-61-2012,5.0,5.3,,,(3),,,,,규정,m,,장비추진,,,,,,,,,,,
56,C-61-2012,5.0,5.3,,,(3),(가),,,,규정,m,,"장비성능과 지반상태에 따른 굴진속도 기준을 설정하여 굴진하여야 하며, 지반상태는 막장관찰과 버력상태로 확인하여야 한다.",,,,,,,,,,,
57,C-61-2012,5.0,5.3,,,(3),(나),,,,규정,m,,터널 내·외부 연락을 위한 통신시설을 갖추어야 한다.,,,,,,,,,,,
58,C-61-2012,5.0,5.3,,,(3),(다),,,,규정,m,,작업 중 정전 및 비상사태에 대비하여 비상조명 설비를 설치하여야 한다.,,,,,,,,,,,
59,C-61-2012,5.0,5.3,,,(3),(라),,,,규정,m,,굴진장비는 1회/일 점검표를 이용하여 점검하되 검검표에는 아래의 사항이 포함되어야 한다.,,,,,,,,,,,
60,C-61-2012,5.0,5.3,,,(3),(라),①,,,규정,s,,살수 및 유압설비 연결부 누수·누유 여부,,,,,,,,,,,
61,C-61-2012,5.0,5.3,,,(3),(라),②,,,규정,s,,기계 회전부의 마모 및 소음 상태,,,,,,,,,,,
62,C-61-2012,5.0,5.3,,,(3),(라),③,,,규정,s,,"설비 연결부(볼트, 용접)의 이완여부",,,,,,,,,,,
63,C-61-2012,5.0,5.3,,,(3),(라),④,,,규정,s,,운전실 계기 작동상태,,,,,,,,,,,
64,C-61-2012,5.0,5.3,,,(3),(라),⑤,,,규정,s,,벨트컨베이어 롤러 및 벨트상태,,,,,,,,,,,
65,C-61-2012,5.0,5.3,,,(3),(라),⑥,,,규정,s,,경암 천공 및 굴진 작업 중 진동 및 소음 상태,,,,,,,,,,,
66,C-61-2012,5.0,5.3,,,(3),(마),,,,규정,m,,암판정 및 설계에 의한 무지보구간 이외에는 세그먼트가 조립되지 않은 상태로의 굴진은 금지하여야 한다.,,,,,,,,,,,
67,C-61-2012,5.0,5.3,,,(3),(바),,,,규정,m,,커터헤드부 회전판의 비트(Bit) 교체를 위해 막장면 진입 시에는 다음과 같은 안전조치를 실시하여야 한다.,,,,,,,,,,,
68,C-61-2012,5.0,5.3,,,(3),(바),①,,,규정,s,,비트교체는 수명도달 전 안정지반에서 조기 교체,,,,,,,,,,,
69,C-61-2012,5.0,5.3,,,(3),(바),②,,,규정,s,,진입 전 반드시 낙석 또는 붕락위험 여부 확인,,,,,,,,,,,
70,C-61-2012,5.0,5.3,,,(3),(바),③,,,규정,s,,이상발견 시 안전한 위치로 추가 굴진,,,,,,,,,,,
71,C-61-2012,5.0,5.3,,,(3),(바),④,,,규정,s,,막장과 커터헤드 이격 최소화,,,,,,,,,,,
72,C-61-2012,5.0,5.3,,,(3),(바),⑤,,,규정,s,,부득이 한 경우 막장부 보강조치 후 진입 및 내부에 감시자 비상대기,,,,,,,,,,,
73,C-61-2012,5.0,5.3,,,(3),(사),,,,규정,m,,"터널내부 환기·조명·배수시설은 KOSHA GUIDE C-45-2012 터널공사(NATM 공법) 안전보건작업 지침을 따르되, 벨트컨베이어에서 버력낙하 시 분진비산방지를 위해 살수 및 집진설비를 갖추어야 한다.",,,,,,,,,,,
74,C-61-2012,5.0,5.3,,,(4),,,,,규정,m,,버력처리,,,,,,,,,,,
