,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-01-2011,4.0,,,,,,,,규정,,,시스템폼의 구성 부재,,,,,,,,,,,,
1,C-01-2011,4.0,4.1,,,,,,,정보,,m,구성 및 특성,,,,,,,,,,,,
2,C-01-2011,4.0,4.1,,,(1),,,,,정보,s,,"시스템폼은 기본적으로 2개 이상의 브라켓 유니트로 이루어져 있다. 상부 작업대(0레벨) 중간작업대(-1레벨), 하부작업대(-2레벨), 거푸집 및 콘크리트 타설용 발판(+1레벨)로 구성되어 있다.",,,,,,,,,,,
3,C-01-2011,4.0,4.1,,,(2),,,,,정보,s,,상부작업대(0레벨)은 거푸집 아래에 있는 작업발판이고 클라이밍 시스템의 메인 크로스빔이 있는 0레벨 발판이며 거푸집 해체·설치가 이루어진다.,,,,,,,,,,,
4,C-01-2011,4.0,4.1,,,(3),,,,,정보,s,,"중간작업대(-1레벨)는 거푸집의 인양작업 발판이고 하부작업대(-2레벨)는 거푸집 인양 후 슈(Shoe) 제거작업, 마감작업 등을 위한 발판이고 +1레벨 발판을 통상적으로 콘크리트 타설용으로 거푸집에 설치되어 있다.",<그림 11>,,,,,,,,,,
5,C-01-2011,4.0,4.1,,,(4),,,,,정보,s,,RCS 레일은 보통 2개 이상의 클라이밍 레일로 이루어져 있고 각각의 레일은 클라이밍 레일 커플링으로 연결되어 -1레벨의 헤비 듀티 스핀들을 이용해서 거푸집 인양을 위한 각도를 조절할 수 있다.,,,,,,,,,,,
6,C-01-2011,4.0,4.1,,,(5),,,,,정보,s,,"모든 브라켓유니트가 연결된 클라이밍 레일은 M20볼트에 의해 클라이밍 슈 걸림쇠에 지지되며 클라이밍 슈는 월슈 또는 슬라브슈에 연결되어 하중 을 전달하고 월슈 및 슬라브슈는 M24볼트나 M30볼트로 콘크리트 타설시 미리 매립되어 있는 클라이밍 콘과 타이로드, 앵커플레이트에 연결되어 하중을 구조체로 전달한다.",,,,,,,,,,,
7,C-01-2011,4.0,4.1,,,(6),,,,,정보,s,,시스템폼의 모든 구성 부재 및 부속품은 제작사의 정품을 사용하고 안전성을 확인 하여야 한다.,,,,,,,,,,,
8,C-01-2011,4.0,4.2,,,,,,,정보,,m,앵커의 종류,,,,,,,,,,,,
9,C-01-2011,4.0,4.2,,,(1),,,,,정보,s,,관통형,,,,,,,,,,,
10,C-01-2011,4.0,4.2,,,(1),(가),,,,정보,s,,월 앵커,<그림 12>,,,,,,,,,,
11,C-01-2011,4.0,4.2,,,(1),(나),,,,정보,s,,슬래브 앵커,<그림 13>,,,,,,,,,,
12,C-01-2011,4.0,4.2,,,(2),,,,,정보,s,,매립형: 스크류온콘 타입,,,,,,,,,,,
13,C-01-2011,4.0,4.2,,,(2),(가),,,,정보,s,,월 또는 슬래브 단부 앵커,<그림 14>,,,,,,,,,,
14,C-01-2011,4.0,4.2,,,(2),(나),,,,정보,s,,슬래브 앵커,<그림 15>,,,,,,,,,,
15,C-01-2011,4.0,4.2,,,(3),,,,,정보,s,,매립형: 클라이밍 콘 타입,,,,,,,,,,,
16,C-01-2011,4.0,4.2,,,(3),(가),,,,정보,s,,월 또는 슬래브 단부 앵커,<그림 16>,,,,,,,,,,
17,C-01-2011,4.0,4.3,,,,,,,규정,,,앵커 및 슈 설치 시 주의사항,,,,,,,,,,,,
18,C-01-2011,4.0,4.3,,,(1),,,,,규정,m,,붉은 색 칠이 보이지 않을 때까지 클라이밍 콘과 스레디드 플레이트를 돌려서 체결하여야 한다.,<그림 17>,,,,,,,,,,
19,C-01-2011,4.0,4.3,,,(2),,,,,규정,m,,"모든 앵커 자재, 특히 디비닥 타이로드는 용접 및 화기 접촉을 금지하여야 한다.",,,,,,,,,,,
20,C-01-2011,4.0,4.3,,,(3),,,,,규정,m,,클라이밍 슈와 월 슈를 설치할 때 구조체와 유격이 없이 확실하게 조여졌는지 반드시 확인하여야 한다.,<그림 18>,,,,,,,,,,
21,C-01-2011,4.0,4.3,,,(4),,,,,규정,m,,타설전 클라이밍 콘(스크류온 콘) 및 스레디드 플레이트는 정확히 체결하고 월 슈 고정시 고강도 육각볼트를 정확하게 체결하고 월 슈가 클라이밍 콘 (스크류온 콘)에 정확히 체결되었는지 콘크리트 벽체면과 유격이 없는지 확인하여야 한다.,,,,,,,,,,,
22,C-01-2011,4.0,4.3,,,(5),,,,,규정,m,,관통형의 앵커는 반대쪽의 카운트 플레이트가 정확히 체결되었는지 확인하여야 한다. 또한 내부 폼 해체 시 다시 체결할 때 주의하여야 한다.,,,,,,,,,,,
23,C-01-2011,4.0,4.4,,,,,,,정보,,m,유압의 구성 부재(예시),,,,,,,,,,,,
24,C-01-2011,4.0,4.4,,,(1),,,,,정보,s,,유압 실린더(유압잭),,,,,,,,,,,
25,C-01-2011,4.0,4.4,,,(2),,,,,정보,s,,유압 호스,,,,,,,,,,,
26,C-01-2011,4.0,4.4,,,(3),,,,,정보,s,,유압 펌프,,,,,,,,,,,
27,C-01-2011,4.0,4.4,,,(4),,,,,정보,s,,유압 펌프 상세,<그림 19>,,,,,,,,,,
28,C-01-2011,4.0,4.4,,,(5),,,,,정보,s,,유압 연결 개요,<그림 20>,,,,,,,,,,
