,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-70-2012,4.0,,,,,,,,정보,,,냉동·냉장 물류창고 구조형식의 종류와 특징,,,,,,,,,,,,
1,C-70-2012,4.0,,,,(1),,,,,정보,m,,"냉동·냉장 물류창고 구조형식에는 조립식 철골 판넬 구조형식, 철근콘크리트 슬래브 구조형식, 우레탄 판넬 구조형식 등이 있다.",,,,,,,,,,,
2,C-70-2012,4.0,,,,(2),,,,,정보,m,,조립식 철골 판넬 구조형식의 특징은 다음과 같다.,,,,,,,,,,,
3,C-70-2012,4.0,,,,(2),(가),,,,정보,m,,철골 구조에 샌드위치 판넬 시공 후 우레탄을 발포하고 철판으로 마무리하는 형식이다. 시공이 간단하며 공사 기간이 짧아 가장 많이 선호하는 형식이다.,,,,,,,,,,,
4,C-70-2012,4.0,,,,(2),(나),,,,정보,m,,"일반적인 공사 방법은 기초공사 위에 철구조물을 세우고 샌드위치 판넬을 설치한 후, 내부에 우레탄 단열재를 발포 시공한다.",,,,,,,,,,,
5,C-70-2012,4.0,,,,(3),,,,,정보,m,,철근콘크리트 슬래브 구조형식의 특징은 다음과 같다.,,,,,,,,,,,
6,C-70-2012,4.0,,,,(3),(가),,,,정보,m,,철근콘크리트 구조인 건축물 내벽에 단열 시공을 하고 냉동기를 설치하여 물품의 온도에 맞도록 각층별로 사용하는 형식이다.,,,,,,,,,,,
7,C-70-2012,4.0,,,,(3),(나),,,,정보,m,,철근콘크리트 슬래브 구조형식은 여러 층으로 시공하는 경우나 창고 위에 주택을 짓거나 다용도로 사용 시에 적용된다.,,,,,,,,,,,
8,C-70-2012,4.0,,,,(4),,,,,정보,m,,우레탄 판넬 구조형식의 특징은 다음과 같다.,,,,,,,,,,,
9,C-70-2012,4.0,,,,(4),(가),,,,정보,m,,"우레탄 판넬로 공간을 만들고 냉동기를 설치한 소형창고 형식이다. 일반 적으로 소형 냉동창고, 저온저장고 등에 많이 사용된다.",,,,,,,,,,,
10,C-70-2012,4.0,,,,(4),(나),,,,정보,m,,"식당, 정육점, 슈퍼용, 주방용 등으로 장소가 협소한 곳에서 설치하며 저 장 기간이 짧거나 온도에 민감하지 않은 물품 등을 저장할 때 사용된다.",,,,,,,,,,,
