doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-02-2020,4.,,,,,,,,,,,바지(Barge)선 이용 작업,,,,,,,,,,,
C-02-2020,4.,4.1,,,,,,,,,,바지선의 종류,,,,,,,,,,,
C-02-2020,4.,4.1,,,(1),,,,,,,,기능별 종류,<그림 1_2>,,,,,,,,,
C-02-2020,4.,4.1,,,(1),(가),,,,,,,비자항식 바지선 : 예인선에 의하여 운행되는 바지선,,,,,,,,,,
C-02-2020,4.,4.1,,,(1),(나),,,,,,,자항식 바지선 : 비자항식 바지선 이외의 바지선으로 자체 항해가 가능한 바지선,,,,,,,,,,
C-02-2020,4.,4.1,,,(1),(다),,,,,,,SEP(Self Elevating Platform) 바지선 : 바지선에 고정용 장치(Leg)를 부착하여 수중의 견고한 지반에 고정할 수 있는 바지선,,,,,,,,,,
C-02-2020,4.,4.1,,,(2),,,,,,,,용도별 종류,<그림 3>,,,,,,,,,
C-02-2020,4.,4.1,,,(2),(가),,,,,,,"일반 바지선 : 건설공사용 바지선, 모래 운반용 바지선, 철강재 운반용 바지선 등",,,,,,,,,,
C-02-2020,4.,4.1,,,(2),(나),,,,,,,"유조 바지선 : 석유제품 운반용 부선, 원유 운반용 부선, 액체 화학품 운반용 바지선, 액화가스용 부선 등",,,,,,,,,,
C-02-2020,4.,4.1,,,(2),(다),,,,,,,"폐기물 운반 바지선 : 폐기물 운반용 바지선, 분뇨 운반용 바지선 등",,,,,,,,,,
C-02-2020,4.,4.1,,,(2),(라),,,,,,,토운 바지선 : 준설토 운반용 바지선 등,,,,,,,,,,
C-02-2020,4.,4.1,,,(2),(마),,,,,,,해저 조망 바지선 : 해저 잠수 조망용 바지선 등,,,,,,,,,,
C-02-2020,4.,4.1,,,(3),,,,,,,,승선 요원 유무에 따른 분류,,,,,,,,,,
C-02-2020,4.,4.1,,,(3),(가),,,,,,,유인 바지선 : 선루 또는 갑판실에 거주할 수 있는 거주 설비를 갖춘 바지선,,,,,,,,,,
C-02-2020,4.,4.1,,,(3),(나),,,,,,,무인 바지선 : 거주 설비가 없는 바지선,,,,,,,,,,
C-02-2020,4.,4.2,,,,,,,,,,바지선 작업 전 점검사항,"바지선 작업 전 다음 사항에 대하여 점검 또는 확인을 하여야 한다.
","<그림 4>, <그림 5_6>",,,,,,,,,
C-02-2020,4.,4.2,,,(1),,,,,,,,"바지선의 선체 외관, 갑판, 수밀격벽 등의 주요 부재와 만재 흘수선하부 등 균열, 파손 여부",,,,,,,,,,
C-02-2020,4.,4.2,,,(2),,,,,,,,적정한 방현재(Fender) 등의 정위치 부착 여부,,,,,,,,,,
C-02-2020,4.,4.2,,,(3),,,,,,,,계류 관련 장치의 성능,,,,,,,,,,
C-02-2020,4.,4.2,,,(4),,,,,,,,"해치커버, 맨홀 커버 등 수밀 상태",,,,,,,,,,
C-02-2020,4.,4.2,,,(5),,,,,,,,만재 흘수선 및 적재량의 표시,,,,,,,,,,
C-02-2020,4.,4.2,,,(6),,,,,,,,선체 내부에 생긴 오수 등의 배출 여부,,,,,,,,,,
C-02-2020,4.,4.2,,,(7),,,,,,,,"모든 개구부, 선외 배출부, 해수흡입밸브 및 이들의 폐쇄장치의 작동 상태",,,,,,,,,,
C-02-2020,4.,4.2,,,(8),,,,,,,,계류용 섬유 로프 또는 와이어로프의 준비 상태,,,,,,,,,,
C-02-2020,4.,4.2,,,(9),,,,,,,,유인 바지선인 경우에는 탑승자를 위한 구명장비의 준비 상태,,,,,,,,,,
C-02-2020,4.,4.3,,,,,,,,,,바지선 묘박(Anchoring) 작업,,,,,,,,,,,
C-02-2020,4.,4.3,,,(1),,,,,,,,"묘박을 하기 위한 앵커, 와이어로프, 체인 또는 섬유 로프의 손상 및 결함 여부를 정기적으로 점검하여야 하며, 결함이 있는 것은 교체 또는 수리하여 사용하여야 한다.",,,,,,,,,,
C-02-2020,4.,4.3,,,(2),,,,,,,,앵커 및 와이어로프는 스토퍼 또는 이와 동등한 장치로 고정하여야 한다.,,,,,,,,,,
C-02-2020,4.,4.3,,,(3),,,,,,,,앵커를 올리거나 내리는 작업은 작업 책임자 감독 하에 이루어져야 한다.,<그림 7_8>,,,,,,,,,
C-02-2020,4.,4.3,,,(4),,,,,,,,앵커를 올리거나 내리기 전에는 작업장 주변에 불필요한 사람은 없으며 부선 주변에 장애물이 없는가를 확인하여야 한다.,,,,,,,,,,
C-02-2020,4.,4.3,,,(5),,,,,,,,"윈치, 윈드라스(Windlass) 작동상태, 스토퍼 기능 상태를 수시로 점검하여야 한다.",<그림 9_10>,,,,,,,,,
C-02-2020,4.,4.3,,,(6),,,,,,,,체인의 상태를 수시로 확인하고 연결 링크는 주기적으로 교체하여야 한다.,,,,,,,,,,
C-02-2020,4.,4.4,,,,,,,,,,기상 대비 안전점검 및 확인,,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),,,,,,,,"해상 작업선, 바지선은 운항 및 공사 중 기상악화로 인해 넘어지거나 운항하는 타선박 및 부속선과의 부딪힘을 방지하기 위하여 다음 사항을 점검 또는 확인을 하여야 한다.",,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(가),,,,,,,이동 항로의 안전성 확인,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(나),,,,,,,적재된 장비의 고정 결속 상태,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(다),,,,,,,예인선 등과의 결속은 긴결되었는지 여부,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(라),,,,,,,"조난신호, 자동발신기, 불꽃 등 비상연락 설비의 구비 여부",,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(마),,,,,,,법정 표지 및 등화 계획,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(바),,,,,,,앵커 등 수중 지지물 표시 준비 상태,,,,,,,,,,
C-02-2020,4.,4.4,,,(1),(사),,,,,,,선박의 적재 및 인양능력 검토,,,,,,,,,,
C-02-2020,5.,,,,,,,,,,,바지(Barge)선 작업 안전조치 사항,,,,,,,,,,,
C-02-2020,5.,5.1,,,,,,,,,,일반 사항,,,,,,,,,,,
C-02-2020,5.,5.1,,,(1),,,,,,,,"호우, 홍수, 태풍 등에 대한 기상예보 등에 주의하여 피해가 없도록 하여야 하며, 풍속이 15m/sec 이상, 강우량 10㎜ 이상, 시계 1㎞ 이하의 안개일 때는 바지선을 이용한 작업 등을 중지하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.1,,,(2),,,,,,,,"조류가 2～4노트(knot ; 1knot=1.852km/h) 이상일 경우에는 작업을 중지하고, 2 노트 이하에서도 바지선의 계류 방향을 저항이 적은 쪽으로 배치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.1,,,(3),,,,,,,,바지선의 작업한 계파고는 바지선의 크기에 따라 1.5～3.0m이므로 바지선의 종류에 따라 사전에 작업한 계파고를 확인하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.1,,,(4),,,,,,,,"가설 전선은 전기용량, 사용 장소 등에 맞추어 사용하기 편리하게 배선하고 전선은 공사 작업에 방해가 되지 않도록 설치하여야 하며 염해, 침수, 낙뢰 등에 대한 안전대책을 강구하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.1,,,(5),,,,,,,,수상 공사를 위하여 공사감독자와 협의하여 확인하기 쉽고 관측하기 쉬운 적절한 장소에 조위표를 설치하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.1,,,(6),,,,,,,,"수상 공사를 안전하게 추진하기 위해서는 기상ㆍ해상 등의 자연조건에 관련된 정보, 선박 교통 및 어업 등 사회조건에 관련된 정보들을 잘 관리하고 이용하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.1,,,(7),,,,,,,,수상 공사에서는 반드시 항행 관리를 하여야 한다. 이러한 항행 관리는 공사용 작업 선박과 공사 해역 부근을 항행하는 일반 항행선박을 구분하여 관리하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,,,,,,,,갑판에서의 안전,,,,,,,,,,,
C-02-2020,5.,5.2,,,(1),,,,,,,,"계단, 출입구 등 이동통로와 작업장 바닥은 건조하게 유지하고, 장비나 자재를 쌓아 놓지 않아야 한다.",,,,,,,,,,
C-02-2020,5.,5.2,,,(2),,,,,,,,"누수가 발생하는지 여부를 정기적으로 점검하여야 하고, 누수가 발생할 경우에는 즉시 보고하여 조치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.2,,,(3),,,,,,,,견고한 방법으로 자재를 적재하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(4),,,,,,,,화물을 싣거나 내리는 동안에는 경광등을 작동시켜야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(5),,,,,,,,야간에 작업할 경우에는 작업장 바닥의 조도가 150럭스 이상을 유지하도록 조명 시설을 설치하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(6),,,,,,,,"호스나 파이프, 밸브에서 누수 발생 시에는 즉시 조치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.2,,,(7),,,,,,,,미끄러운 갑판 바닥은 미끄럼 방지 조치를 하고 그 부분을 페인트로 덧칠해서는 안 된다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(8),,,,,,,,필요시 동결 부분은 해동작업을 실시하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(9),,,,,,,,전도나 추락 위험 장소의 경계 부분에 대조되는 색깔로 페인트칠을 하여야 한다.,,,,,,,,,,
C-02-2020,5.,5.2,,,(10),,,,,,,,바지선 위에서 사다리를 이용한 작업 등에 관한 안전조치 사항은 KOSHA GUIDE C-58-2012(사다리 안전 작업 지침)에 따른다.,,,,,,,,,,
C-02-2020,5.,5.3,,,,,,,,,,바지선의 수상 안전조치 사항,,,,,,,,,,,
C-02-2020,5.,5.3,,,(1),,,,,,,,"바지선 갑판이나 작업장 끝단에 안전 난간이 갖춰지지 않는 경우에는 근로자들은 이동하거나 작업 중에 구명복 또는 부양 조끼 등 개인 부양장치(PFD, Personal Flotation Device )를 반드시 착용하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(2),,,,,,,,"바지선에 구명복 및 개인 부양장치 등 개인용 보호구는 지정된 장소에 보관하여야 하며, 착용할 때는 신체에 맞게 잘 조여주어야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(3),,,,,,,,"개인 부양장치는 폐쇄된 기관실이나 장비 칸에 있다면 반드시 착용할 필요는 없지만, 근로자들은 언제든지 개인 부양장치에 접근할 수 있어야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(4),,,,,,,,"바지선은 정기적으로 구명용 로프 등 안전시설과 작업환경, 기계적인 결함 여부에 대해 자체 점검을 하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(5),,,,,,,,"바지선 갑판 또는 다른 선체와의 간격이 30cm 이상일 경우, 통로나 사다리를 반드시 설치하여야 한다.",,,,,,,,,,
C-02-2020,5.,5.3,,,(6),,,,,,,,바지선 위에서 구조 절차 등이 포함된 비상조치 계획을 수립하여 관계 근로자에게 주지하여야 한다.,,,,,,,,,,
