doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content+category,gruop,title,content,image,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
C-10-2016,4.,,,,,,,,,,,작업계획 수립 시 검토사항,,,,,,,,,,,
C-10-2016,4.,,,,(1),,,,,,,,I.L.M공법의 시공 순서는 <그림 3>과 같다.,<그림 3>,,,,,,,,,
C-10-2016,4.,,,,(2),,,,,,,,공사현장의 제반 여건과 설계도서에서 정하고 있는 작업 단계별 작업 방법이 부합하고 공사용 장비 적용상의 문제가 없는지 검토한 후 구체적인 작업 계획을 수립하여 감리원의 승인을 받아야 한다.,,,,,,,,,,
C-10-2016,4.,,,,(3),,,,,,,,작업계획서는 본 공법에 대한 이해와 경험을 갖춘 자가 수립하여야 하며 공사 중에는 계획서의 내용 이행 여부를 수시로 확인하여야 한다.,,,,,,,,,,
C-10-2016,4.,,,,(4),,,,,,,,추진코(Nose) 및 강제 거푸집 등은 반입해서 사용하기 전에 전문가가 구조적 안전성 및 부재의 결함·손상여부를 확인하여야 한다.,,,,,,,,,,
C-10-2016,4.,,,,(5),,,,,,,,장비의 반입·반출 등 크레인을 사용하여 조립 및 해체작업을 하는 경우에는 작업 방법 및 순서 등이 포함된 중량물 취급 작업계획을 수립하고 이를 당해 근로자에게 주지시켜야 한다.,,,,,,,,,,
C-10-2016,5.,,,,,,,,,,,가시설물 제작 및 설치 안전작업,,,,,,,,,,,
C-10-2016,5.,5.1,,,,,,,,,,제작장,,,,,,,,,,,
C-10-2016,5.,5.1,5.1.1,,,,,,,,,작업개요,"세그먼트(Segement) 길이 2~3배(1개 스판 50%)의 평탄하고 견고한 지반 위에 가설 교각, 압출 장비 등을 설치하여야 한다
",<그림 4>,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,,,,,,,,작업시 준수사항,,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(1),,,,,,,,"주형 제작장의 위치는 설계단계에서 압출 진행 방향, 인접한 도로 상황, 추진 코 및 경간의 길이, 제작장의 길이, 주형의 전도에 대한 안전성 등을 종합적으로 고려하여 적절하게 결정하여야 한다.",,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(2),,,,,,,,제작장은 평탄성을 유지하여야 하며 부등침하가 발생하지 않도록 충분한 기초지반의 지지력이 확보되어야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(3),,,,,,,,절토사면은 필요시 부석의 낙하나 미끄러짐(Sliding) 방지를 위하여 사면 보호 조치를 하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(4),,,,,,,,공법의 특성상 동일 장소에서 1세그멘트씩 반복하여 제작 시공하므로 제작 장의 위치오차는 주형이 제작될수록 누적되어 전체 교량의 선형에 영향을 미치므로 슬라이딩 레일(Sliding rail) 설치 시 오차가 발생되지 않도록 주의하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(5),,,,,,,,파일항타 및 장비 작업 시 회전 및 이동에 의한 협착재해를 예방하기 위하여 구획을 설정 근로자를 통제하고 관리감독자를 배치하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(6),,,,,,,,되메우기 시에도 장비 작업 반경 등을 고려하여 구획을 설정하고 관리감독 자를 배치하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(7),,,,,,,,"버림 콘크리트 타설 시 지내력을 확보된 곳에 펌프 카를 설치하며, 받침목도 설치하여야 한다.",,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(8),,,,,,,,제작장 내의 근로자 이동통로에는 가설통로를 설치하고 양측단부에는 안전 난간을 설치하는 등 떨어짐 위험 장소에는 추락방지 조치를 하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(9),,,,,,,,제작장 내의 가설 전기시설에 대해 감전재해를 예방하기 위하여 다음 사항을 점검하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(9),(가),,,,,,,가설 전기 용량의 적정성 및 분․배전반 등 시설 배치의 적정여부,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(9),(나),,,,,,,누전차단기 설치 및 접지상태 등,,,,,,,,,,
C-10-2016,5.,5.1,5.1.2,,(10),,,,,,,,"제작장에 설치하는 타워크레인은 설치 사용 전에 관계 기관으로부터 안전 인증(정격하중 3톤 미만, 산업안전보건법) 또는 정기검사(정격하중 3톤 이상, 건설기계관리법)를 받아야 하고, 작업 시 인양 하중에 적절한 와이어로프를 사용하고, 작업반경내 근로자의 접근을 금지시켜야 한다.",,,,,,,,,,
C-10-2016,5.,5.2,,,,,,,,,,강제 거푸집,,<그림 5>,,,,,,,,,
C-10-2016,5.,5.2,,,(1),,,,,,,,압출공법에 사용하는 강제 거푸집은 반복 작용에 의하여 압출에 영향을 주는 변형이 발생하지 않을 정도의 충분한 강성을 가져야 한다.,,,,,,,,,,
C-10-2016,5.,5.2,,,(2),,,,,,,,강제 거푸집은 다음과 같은 구조적 기능을 구비하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.2,,,(2),(가),,,,,,,거푸집의 구조는 유압잭 등에 의해 기계화된 구조,,,,,,,,,,
C-10-2016,5.,5.2,,,(2),(나),,,,,,,내부 거푸집은 축 방향으로 용이하게 이동 가능한 구조,,,,,,,,,,
C-10-2016,5.,5.2,,,(2),(다),,,,,,,외측 거푸집은 고정거푸집으로 하고 회전과 높이 조정이 가능한 구조,,,,,,,,,,
C-10-2016,5.,5.2,,,(3),,,,,,,,거푸집 제작 시 거푸집 단부 측에 안전 난간을 일체형으로 제작 설치하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.3,,,,,,,,,,가교각,,<그림 6_6-1>,,,,,,,,,
C-10-2016,5.,5.3,,,(1),,,,,,,,가교각의 해체 및 조립 시 다음 사항을 점검하여야 한다.,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(가),,,,,,,가교각의 각 부분에 있어서의 내력이 충분한지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(나),,,,,,,작업 지휘자를 선임해서 작업을 직접 지휘하고 있는지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(다),,,,,,,유자격자 및 경험자가 작업을 행하고 있는지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(라),,,,,,,압출 시 수평력에 저항하는 교각 상부의 이음 내력은 충분한지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(마),,,,,,,"가교각의 위치, 전후좌우의 각도 등을 압출 작업 전후에 점검해서 기록을 보존하고 있는지의 여부",,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(바),,,,,,,가교각 상부에 안전 작업을 수행하기 위하여 충분한 여유 공간이 있는지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(사),,,,,,,"가교각의 조립, 해체 등의 고공 작업 시 안전설비가 되어 있는지의 여부",,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(아),,,,,,,가교각의 해체를 용이하게 할 수 있는 구조로 되어 있는지의 여부,,,,,,,,,,
C-10-2016,5.,5.3,,,(1),(자),,,,,,,제작장의 가교각 및 하천과 해수면내 가교각 기초(우물통 등)가 부등 침하에 안전한지의 여부와 사장교 등의 공법과 무리한 조합 작업 여부,,,,,,,,,,
C-10-2016,5.,5.4,,,,,,,,,,횡방향 가이드,,,,,,,,,,,
C-10-2016,5.,5.4,5.4.1,,,,,,,,,작업개요,"교량 상부 구조물 압출 작업 시 선형성 유지, 이탈 방지를 위하여 교각 측면에 횡 방향 가이드를 설치하여야 한다
",<그림 7>,,,,,,,,,
C-10-2016,5.,5.4,5.4.2,,,,,,,,,작업 시 준수 사항,,,,,,,,,,,
C-10-2016,5.,5.4,5.4.2,,(1),,,,,,,,횡 방향 가이드의 폭은 계획 종단 상의 중심선(Center line)에 박스 폭 및 미끄럼판의 두께를 더한 길이에 약간의 여유를 두어 설치하여야 한다.,,,,,,,,,,
