,0,1
0,[PAD],0.0
1,[UNK],0.0
2,[BOS],0.0
3,[EOS],0.0
4,[SEP],0.0
5,[CLS],0.0
6,[MASK],0.0
7,을,-3.92658
8,.,-4.01449
9,를,-4.05639
10,▁,-4.20139
11,에,-4.21287
12,의,-4.21868
13,",",-4.31391
14,),-4.3947
15,▁중,-4.48231
16,(,-4.59036
17,가,-4.62005
18,이,-4.63085
19,▁한다,-4.85263
20,▁작업,-5.00707
21,일,-5.12798
22,는,-5.13125
23,으로,-5.15337
24,▁및,-5.16365
25,로,-5.25721
26,월,-5.28129
27,에서,-5.33135
28,시,-5.37639
29,년,-5.47617
30,층,-5.52798
31,▁후,-5.53179
32,▁위해,-5.56135
33,하여야,-5.64625
34,▁1,-5.65411
35,▁발생,-5.7499
36,은,-5.75991
37,▁등,-5.77221
38,▁2,-5.77751
39,▁사고,-5.79343
40,동,-5.80366
41,과,-5.81965
42,▁거푸집,-5.88294
43,▁설치,-5.92977
44,한,-5.94836
45,분경,-5.95196
46,와,-5.99358
47,▁작업을,-6.04869
48,하여,-6.09382
49,▁작업중,-6.09666
50,m,-6.12812
51,▁이동,-6.12986
52,▁재해자,-6.13479
53,인,-6.18604
54,▁근로자,-6.18877
55,된,-6.19713
56,**,-6.2123
57,▁현장,-6.2716
58,1,-6.28488
59,▁작업자,-6.30751
60,서,-6.31059
61,▁있는,-6.33588
62,▁해체,-6.36928
63,▁자재,-6.38221
64,▁콘크리트,-6.38314
65,▁넘어짐,-6.3839
66,고,-6.3976
67,▁10,-6.39823
68,▁3,-6.40097
69,▁시,-6.40331
70,▁철근,-6.44386
71,▁하여야,-6.46409
72,▁지하,-6.48212
73,▁인한,-6.50126
74,▁걸려,-6.50939
75,▁2020,-6.52123
76,하는,-6.53107
77,▁왼쪽,-6.54167
78,▁미끄러져,-6.57094
79,지,-6.57633
80,▁2021,-6.61533
81,2,-6.62128
82,▁위하여,-6.62506
83,중,-6.63287
84,▁오른쪽,-6.63352
85,▁발을,-6.64216
86,▁:,-6.6446
87,▁4,-6.65013
88,▁추락,-6.6796
89,▁있던,-6.68239
90,씨가,-6.68518
91,▁수,-6.6902
92,▁손가락,-6.69254
93,▁바닥에,-6.69427
