,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-48-2013,4.0,,,,,,,,규정,,,차량계 건설기계,,,,,,,,,,,,
1,C-48-2013,4.0,4.1,,,,,,,규정,,,일반안전사항,,,,,,,,,,,,
2,C-48-2013,4.0,4.1,4.1.1,,,,,,규정,,,공통사항,,,,,,,,,,,,
3,C-48-2013,4.0,4.1,4.1.1,,(1),,,,,규정,m,,"건설기계 사용시 작업장소의 지형 및 지반 상태 등의 조사 결과를 고려하여 사용하는 기계의 종류 및 능력, 운행경로, 작업 방법 등의 작업계획을 수립하여야 한다.",,,,,,,,,,,
4,C-48-2013,4.0,4.1,4.1.1,,(2),,,,,규정,m,,기계별 주 용도외 사용을 제한하여야 한다.,,,,,,,,,,,
5,C-48-2013,4.0,4.1,4.1.1,,(3),,,,,규정,m,,"전도, 전락방지를 위해 노폭의 유지, 갓길의 붕괴방지, 지반의 침하방지 조치를 하여야 한다.",,,,,,,,,,,
6,C-48-2013,4.0,4.1,4.1.1,,(4),,,,,규정,m,,유자격 운전자를 배치하여야 한다.,,,,,,,,,,,
7,C-48-2013,4.0,4.1,4.1.1,,(5),,,,,규정,m,,"폭풍, 폭우, 폭설 등의 악천후시 작업을 중지하여야 한다.",,,,,,,,,,,
8,C-48-2013,4.0,4.1,4.1.1,,(6),,,,,규정,m,,유도자를 배치하여 작업을 유도하여야 하고 장비별 특성에 따른 일정한 표준방법을 정하여 신호하여야 한다.,,,,,,,,,,,
9,C-48-2013,4.0,4.1,4.1.1,,(7),,,,,규정,m,,기계의 작업 범위내에 작업관계자외 출입을 금지시켜야 한다.,,,,,,,,,,,
10,C-48-2013,4.0,4.1,4.1.1,,(8),,,,,규정,m,,작업전 운전자 및 근로자 안전교육을 실시하여야 한다.,,,,,,,,,,,
11,C-48-2013,4.0,4.1,4.1.1,,(9),,,,,규정,m,,지정된 제한속도를 준수하여야 한다.,,,,,,,,,,,
12,C-48-2013,4.0,4.1,4.1.1,,(10),,,,,규정,m,,승차석 이외의 위치에 근로자가 탑승하지 않아야 한다.,,,,,,,,,,,
13,C-48-2013,4.0,4.1,4.1.1,,(11),,,,,규정,m,,"운전석 이탈시 원동기를 정지시키고 브레이크를 작동시키는 등 이탈방지조치 하여야 하며 버켓, 리퍼 등 작업 장치를 지면에 내려 놓아야 한다.",,,,,,,,,,,
14,C-48-2013,4.0,4.1,4.1.1,,(12),,,,,규정,m,,운전석 내부를 청결히 하고 오르내리는 발판 및 손잡이는 항상 깨끗하게 하여 미끄러지지 않도록 하여야 한다.,,,,,,,,,,,
15,C-48-2013,4.0,4.1,4.1.1,,(13),,,,,규정,m,,"모든 건설기계는 기계마다 장비일보에 작업명, 기계 조종원, 작업시간, 정비항목 및 정비회사명, 급유사항, 고장 및 이상유무 등 기계의 이력을 모두 기록하여야 한다.",,,,,,,,,,,
16,C-48-2013,4.0,4.1,4.1.2,,,,,,규정,,,사용전 확인사항,,,,,,,,,,,,
17,C-48-2013,4.0,4.1,4.1.2,,(1),,,,,규정,m,,건설기계의 운전자는 엔진 시동 전에 다음 사항을 확인하여야 한다.,,,,,,,,,,,
18,C-48-2013,4.0,4.1,4.1.2,,(1),(가),,,,규정,s,,"누수, 누유의 흔적 및 유압장치의 작동여부",,,,,,,,,,,
19,C-48-2013,4.0,4.1,4.1.2,,(1),(나),,,,규정,s,,"무한궤도, 타이어, 기계장치 등의 이상 유무",,,,,,,,,,,
20,C-48-2013,4.0,4.1,4.1.2,,(1),(다),,,,규정,s,,근로자나 장애물 유무 등 작업장 주변 상황,,,,,,,,,,,
21,C-48-2013,4.0,4.1,4.1.2,,(1),(라),,,,규정,s,,변속레버의 중립위치 여부,,,,,,,,,,,
22,C-48-2013,4.0,4.1,4.1.2,,(1),(마),,,,규정,s,,주클러치 레버의 중립위치 여부,,,,,,,,,,,
23,C-48-2013,4.0,4.1,4.1.2,,(1),(바),,,,규정,s,,감압레버는 감압위치에 놓여 있는가 확인,,,,,,,,,,,
24,C-48-2013,4.0,4.1,4.1.2,,(1),(사),,,,규정,s,,연료레버는 저속회전 위치(1/4-1/2 정도)에 놓여 있는가 확인,,,,,,,,,,,
25,C-48-2013,4.0,4.1,4.1.2,,(1),(아),,,,규정,s,,주차용 브레이크 레버의 주차위치 여부 및 브레이크의 작동 여부,,,,,,,,,,,
26,C-48-2013,4.0,4.1,4.1.2,,(1),(자),,,,규정,s,,연결차량의 연결상태 및 분리방지장치의 확인,,,,,,,,,,,
27,C-48-2013,4.0,4.1,4.1.2,,(1),(차),,,,규정,s,,주정차용 굄목 및 안전표지판등의 준비상태,,,,,,,,,,,
28,C-48-2013,4.0,4.1,4.1.2,,(1),(카),,,,규정,s,,경보장치의 작동상태,,,,,,,,,,,
29,C-48-2013,4.0,4.1,4.1.2,,(2),,,,,규정,m,,"운전석으로의 승강시에는 설치된 트랩, 사다리 등을 이용하도록 하며, 뛰어 올라타거나 내리지 않도록 한다.",,,,,,,,,,,
30,C-48-2013,4.0,4.1,4.1.2,,(3),,,,,규정,m,,엔진 시동후에는 다음 사항에 유의하여야 한다.,,,,,,,,,,,
31,C-48-2013,4.0,4.1,4.1.2,,(3),(가),,,,규정,s,,엔진이 냉각되어 있는 경우에는 급가속해서는 안된다.,,,,,,,,,,,
32,C-48-2013,4.0,4.1,4.1.2,,(3),(나),,,,규정,s,,엔진 시동후 저속회전을 하면서 다음 사항을 확인하여야 한다.,,,,,,,,,,,
33,C-48-2013,4.0,4.1,4.1.2,,(3),(나),①,,,규정,s,,압력계 및 수온계의 게이지 작동상태,,,,,,,,,,,
34,C-48-2013,4.0,4.1,4.1.2,,(3),(나),②,,,규정,s,,충전상태,,,,,,,,,,,
35,C-48-2013,4.0,4.1,4.1.2,,(3),(나),③,,,규정,s,,경보등 점멸상태,,,,,,,,,,,
36,C-48-2013,4.0,4.1,4.1.2,,(3),(나),④,,,규정,s,,"누수, 누유 및 기타 이상 유무",,,,,,,,,,,
37,C-48-2013,4.0,4.1,4.1.2,,(3),(다),,,,규정,s,,"전진, 후진을 시도하기 전에 주변의 근로자, 건설기계 및 장애물에 주의하여야 한다.",,,,,,,,,,,
38,C-48-2013,4.0,4.1,4.1.2,,(3),(라),,,,규정,s,,시야가 가려진 경우에는 유도원을 배치하거나 운전석에서 내려와 건설기계의 하부 및 전·후방에 근로자나 장애물의 유무를 확인하여야 한다.,,,,,,,,,,,
39,C-48-2013,4.0,4.1,4.1.2,,(4),,,,,규정,m,,운전자의 건강상태를 확인하여야 한다.,,,,,,,,,,,
40,C-48-2013,4.0,4.1,4.1.2,,(5),,,,,규정,m,,콘크리트 펌프 또는 펌프카의 배관상태를 확인하고 적정 호스길이를 초과하여서는 안된다.,,,,,,,,,,,
41,C-48-2013,4.0,4.1,4.1.2,,(6),,,,,규정,m,,콘크리트 펌프 또는 펌프카의 전후에는 식별이 용이한 안전표지판을 설치하여야 한다.,,,,,,,,,,,
42,C-48-2013,4.0,4.1,4.1.3,,,,,,규정,,,안전장치 확인사항,,,,,,,,,,,,
43,C-48-2013,4.0,4.1,4.1.3,,(1),,,,,규정,m,,전조등 : 건설기계에는 야간작업을 위한 전조등이 설치되어 있어야 한다.,,,,,,,,,,,
44,C-48-2013,4.0,4.1,4.1.3,,(2),,,,,규정,m,,경보장치 : 건설기계에는 전후진시 및 작업시 등에 있어 안전확보를 위해 주위 사람들에게 알릴 수 있는 경보장치가 설치되어 있어야 한다.,,,,,,,,,,,
45,C-48-2013,4.0,4.1,4.1.3,,(3),,,,,규정,m,,헤드가드 : 낙석 등 낙하물 위험이 있는 장소에서 작업할 때에는 운전석 위에 견고한 헤드가드가 설치되어 있어야 한다.,,,,,,,,,,,
46,C-48-2013,4.0,4.1,4.1.3,,(4),,,,,규정,m,,붐 전도방지 장치 : 붐을 올린 상태에서 사용중 하물이 갑자기 탈락하거나 굴곡면 주행중에 흔들려 붐이 전도되는 것을 막기 위해 붐 전도방지장치가 설치되어 있어야 한다.,,,,,,,,,,,
47,C-48-2013,4.0,4.1,4.1.3,,(5),,,,,규정,m,,"붐 기복정지장치 : 드래그라인, 기계식 크람쉘 등을 사용할 경우에는 붐 기복 방지장치를 설치하여야 하며, 이 장치가 설치되어 있어도 붐 각도를 80 도 가까이하여 사용할 경우에는 주의하여 작업한다.",,,,,,,,,,,
