,doc_code,t1,t2,t3,t4,c1,c2,c3,c4,title_category,content_category,group,title,content,image,picture,table,appendix,math_exp,attachment,reference,enclosure_image,enclosure,asterisk,appendix_table
0,C-54-2012,4.0,,,,,,,,규정,,,공사 준비,,,,,,,,,,,,
1,C-54-2012,4.0,,,,(1),,,,,규정,m,,철탑공사를 수행하는 사업주는 착공에서 준공까지 근로자의 유해․위험방지에 필요한 산업안전보건법 등의 관련 법규를 검토하여 공사 착공 이전에 안전작업 계획을 수립하고 시행하여야 한다.,,,,,,,,,,,
2,C-54-2012,4.0,,,,(2),,,,,규정,m,,철탑의 높이가 31m 이상이거나 굴착 깊이가 10m 이상인 철탑공사는 산업안전보건법 제48조에 의한 유해․위험방지계획서를 수립하고 제출하는 등 노동부령을 준수하여야 한다.,,,,,,,,,,,
3,C-54-2012,4.0,,,,(3),,,,,규정,m,,유해․위험방지계획서는 현장 내에 비치․활용하고 변경 사유가 발생하는 경우 해당 작업을 시작하기 전에 이를 보완하여 비치하여야 한다.,,,,,,,,,,,
4,C-54-2012,5.0,,,,,,,,규정,,,심형기초 굴착작업,,,,,,,,,,,,
5,C-54-2012,5.0,5.1,,,,,,,규정,,,측량작업 시 유의사항,,,,,,,,,,,,
6,C-54-2012,5.0,5.1,,,(1),,,,,규정,m,,"철탑의 설치위치 등 측량작업을 시작하기 이전에 안전회의를 실시하고, 근로자에게 측량내용 및 위험요인, 피난 및 응급처치 요령 등을 교육하고 근로자가 내용을 숙지토록 하여야 한다.",,,,,,,,,,,
7,C-54-2012,5.0,5.1,,,(2),,,,,규정,m,,측량 작업장까지의 이동시 이동 경로에 급경사면이나 낭떠러지가 있는 경우 우회하여 이동하는 등 안전한 통로를 확보하여야 한다.,,,,,,,,,,,
8,C-54-2012,5.0,5.1,,,(3),,,,,규정,m,,"측량작업 중 수목 가지치기 작업을 하는 경우 일정 간격을 유지시키며, 상․하 동시작업을 금지하고 벌목작업을 하는 경우에는 수목의 전도 방향을 근로자에게 인지시키고 대피 상태를 확인한 다음 전도시켜야 한다.",,,,,,,,,,,
9,C-54-2012,5.0,5.1,,,(4),,,,,규정,m,,"측량 작업장이 급경사인 경우 지면의 평탄작업, 안전난간의 설치, 안전대를 착용시키는 등 경사면에서 전도, 전락에 의한 추락재해 예방조치를 하여야 한다.",,,,,,,,,,,
10,C-54-2012,5.0,5.1,,,(5),,,,,규정,m,,측량 작업에 투입되는 근로자에게는 뱀이나 독충에 의한 상해에 대비하여 응급처치용 구급약품을 제공하고 휴대토록 하여야 한다.,,,,,,,,,,,
11,C-54-2012,5.0,5.2,,,,,,,규정,,,굴착준비,,,,,,,,,,,,
12,C-54-2012,5.0,5.2,,,(1),,,,,규정,m,,굴착기계는 운전시 진동 등에 의한 굴착기초 사면의 붕괴 및 흙막이 작업에 장해가 되지 않도록 배치하여야 한다.,,,,,,,,,,,
13,C-54-2012,5.0,5.2,,,(2),,,,,규정,m,,"경사지역의 경우에는 경사면을 절취하는 등 평탄작업을 선행하고, 연약지반인 경우에는 받침판을 설치하는 등 침하방지 조치를 하여야 한다.",,,,,,,,,,,
14,C-54-2012,5.0,5.2,,,(3),,,,,규정,m,,"굴착기계는 지형․지반에 적합한 기종을 선정하여야 하며, 굴착기계를 설치하는 지형의 한계 경사각은 30˚ 이하이어야 한다.",,,,,,,,,,,
15,C-54-2012,5.0,5.3,,,,,,,규정,,,굴착작업,,,,,,,,,,,,
16,C-54-2012,5.0,5.3,5.3.1,,,,,,규정,,,라이너플레이트 시공 준비,,,,,,,,,,,,
17,C-54-2012,5.0,5.3,5.3.1,,(1),,,,,규정,m,,"설계도서를 확인하여 굴착 깊이에 필요한 L.P의 필요 수량을 준비하고, 보강링의 설치가 필요한 경우에는 앵글 폭과 단수를 확인하여 필요 수량을 준비하여야 한다.",,,,,,,,,,,
18,C-54-2012,5.0,5.3,5.3.1,,(2),,,,,규정,m,,"굴착 작업장 주변에는 안전난간, 방호울(Fence) 등을 설치하고 출입제한 등의 안전 표지는 L.P로부터 약 2m 정도의 거리에 부착하여야 한다.",,,,,,,,,,,
19,C-54-2012,5.0,5.3,5.3.1,,(3),,,,,규정,m,,굴착공사 과정에서 강우 등에 의한 영향을 받을 우려가 있는 경우에는 작업 전에 주변지반의 상황 등을 점검하여 안전을 확인한 다음 작업하여야 한다.,,,,,,,,,,,
20,C-54-2012,5.0,5.3,5.3.1,,(4),,,,,규정,m,,L.P의 설치 및 조립을 위한 지반은 수평으로 마무리 하여야 한다.,,,,,,,,,,,
21,C-54-2012,5.0,5.3,5.3.1,,(5),,,,,규정,m,,급경사 지반을 계단 굴착 또는 절․성토하여 조성한 지반은 레벨 등을 이용하여 수평으로 마무리 하여야 한다.,,,,,,,,,,,
22,C-54-2012,5.0,5.3,5.3.2,,,,,,규정,,,상단 L.P 설치,,,,,,,,,,,,
23,C-54-2012,5.0,5.3,5.3.2,,(1),,,,,규정,m,,최상단 L.P는 원주를 따라서 25 ～ 50 cm 정도를 굴착한 다음 수평으로 설치하여야 한다.,,,,,,,,,,,
24,C-54-2012,5.0,5.3,5.3.2,,(2),,,,,규정,m,,굴착과정에서의 오차 및 찌그러짐을 방지하기 위하여 최상단 L.P 1단을 정확하게 조립하여 고정시켜야 한다.,,,,,,,,,,,
